end_date,state,pollster,population,sample_size,numeric_grade,poll_score,pct,candidate,national_poll,recency,sample_size_weight,recency_weight,combined_weight
2024-08-14,North Carolina,Pollster C,lv,1223,1.7177883635740727,1.9646212506340817,56.9,Kamala Harris,0,83,0.5317391304347826,2.4851682710795185e-4,1.3214612154479352e-4
2024-08-22,National,Pollster C,rv,783,1.7245178857119754,0.5499212229624391,61.6,Kamala Harris,1,75,0.34043478260869564,5.530843701478336e-4,1.882891573155451e-4
2024-08-20,Michigan,Pollster A,lv,723,2.7439656784990802,1.735090127098374,37.7,Donald Trump,0,77,0.3143478260869565,4.5282718288679695e-4,1.4234524053354528e-4
2024-10-23,National,Pollster D,lv,627,0.9404901072848588,0.17606314143631607,38.8,Donald Trump,1,13,0.27260869565217394,0.2725317930340126,0.0742945366227504
2024-10-17,Michigan,Pollster B,lv,1700,0.8473033261252567,-0.18854410480707884,62.5,Donald Trump,0,19,0.7391304347826086,0.14956861922263504,0.11055071855586067
2024-09-30,Michigan,Pollster C,lv,233,0.9018444678513333,1.4576786463148892,33.3,Donald Trump,0,36,0.10130434782608695,0.02732372244729256,0.0027680118827039853
2024-08-01,Michigan,Pollster B,lv,691,2.544394778786227,1.9816403156146407,70.6,Kamala Harris,0,96,0.30043478260869566,6.772873649085378e-5,2.0348068223991288e-5
2024-09-09,Arizona,Pollster A,rv,1985,1.2276724540861323,-0.8886449934216216,57.1,Donald Trump,0,57,0.8630434782608696,0.003345965457471272,0.0028877136665567283
2024-09-27,North Carolina,Pollster D,rv,271,0.5290435645729303,0.11045007151551545,42.1,Donald Trump,0,39,0.11782608695652173,0.02024191144580438,0.0023850252181795597
2024-10-25,Pennsylvania,Pollster D,rv,306,1.3437240333296359,-0.593070061178878,54.7,Donald Trump,0,11,0.13304347826086957,0.33287108369807955,0.044286326787657544
2024-08-13,North Carolina,Pollster B,rv,162,0.6910634653177112,-0.5453153544804081,40.5,Donald Trump,0,84,0.07043478260869565,2.248673241788482e-4,1.5838481094336264e-5
2024-10-22,Pennsylvania,Pollster B,rv,1158,1.6555450182640925,1.6277351876487955,67.4,Donald Trump,0,14,0.5034782608695653,0.24659696394160643,0.1241562105410349
2024-10-26,Georgia,Pollster D,rv,1756,1.4138836612692103,-0.6324267705203965,71.7,Donald Trump,0,10,0.7634782608695653,0.36787944117144233,0.28086795595524033
2024-10-17,Michigan,Pollster B,lv,664,0.6885167008731514,0.9906863387441263,65.4,Donald Trump,0,19,0.288695652173913,0.14956861922263504,0.043179810071230285
2024-09-28,Georgia,Pollster D,rv,639,2.077380269882269,-0.29931651428341866,55.3,Kamala Harris,0,38,0.2778260869565217,0.02237077185616559,0.00621518400699557
2024-08-19,Arizona,Pollster D,lv,1854,1.0754135875031352,-0.17790899227838963,45.6,Donald Trump,0,78,0.8060869565217391,4.0973497897978643e-4,3.302820221863148e-4
2024-08-21,Arizona,Pollster D,lv,2129,1.8319272606167942,0.6157037862576544,58.8,Donald Trump,0,76,0.9256521739130434,5.004514334406104e-4,4.6324395730219976e-4
2024-07-26,Nevada,Pollster B,rv,75,1.830780514399521,1.7769390689209104,36.6,Kamala Harris,0,102,0.03260869565217391,3.7170318684126666e-5,1.212075609265e-6
2024-09-14,Pennsylvania,Pollster B,rv,1444,1.3795936784008518,0.47911407437641174,66,Donald Trump,0,52,0.6278260869565218,0.0055165644207607716,0.0034634430537298063
2024-08-18,Wisconsin,Pollster B,lv,1151,2.149936228641309,1.2351645465241745,37.5,Kamala Harris,0,79,0.5004347826086957,3.707435404590882e-4,1.8553296307322197e-4
2024-08-11,Michigan,Pollster B,rv,1338,2.4527591322548687,0.9188678682548925,51.5,Donald Trump,0,86,0.5817391304347826,1.841057936675792e-4,1.0710154431618303e-4
2024-09-24,Arizona,Pollster B,lv,523,0.9035655572079122,-1.0694332300918177,32.8,Donald Trump,0,42,0.2273913043478261,0.014995576820477703,0.003409863772656452
2024-07-24,Pennsylvania,Pollster A,lv,976,2.1556736163329333,1.9727926222840324,67.7,Donald Trump,0,104,0.42434782608695654,3.0432483008403625e-5,1.2913958007044321e-5
2024-10-17,National,Pollster A,lv,1788,2.4592560752062127,0.6634419861948118,71.5,Donald Trump,1,19,0.7773913043478261,0.14956861922263504,0.11627334398698759
2024-10-31,Michigan,Pollster C,rv,1446,1.9651706366566941,0.5364711380098015,70.7,Kamala Harris,0,5,0.628695652173913,0.6065306597126334,0.3813231886715078
2024-07-25,Michigan,Pollster A,rv,1022,0.5244392082095146,1.485123545047827,42.3,Kamala Harris,0,103,0.4443478260869565,3.363309518571897e-5,1.4944792730349906e-5
2024-10-08,Nevada,Pollster C,rv,1984,2.669116309378296,0.6289928838377818,43.4,Donald Trump,0,28,0.8626086956521739,0.06081006262521795,0.05245528880366627
2024-09-23,North Carolina,Pollster B,rv,100,2.0105694986414164,-0.4852583442116156,76.7,Donald Trump,0,43,0.043478260869565216,0.013568559012200934,5.899373483565624e-4
2024-09-23,Michigan,Pollster A,rv,943,1.9889025629963726,-1.3632041939999908,78.9,Kamala Harris,0,43,0.41,0.013568559012200934,0.005563109195002382
2024-09-06,Georgia,Pollster D,lv,702,0.823532983311452,0.8083498076302931,77.5,Kamala Harris,0,60,0.30521739130434783,0.0024787521766663585,7.565582730520798e-4
2024-08-02,Michigan,Pollster C,rv,1678,2.3561848282115534,-0.8349627059651539,32.7,Donald Trump,0,95,0.7295652173913043,7.48518298877006e-5,5.4609291544157216e-5
2024-10-15,Georgia,Pollster A,lv,2115,2.5478372945217416,-0.8794160954421386,30.2,Kamala Harris,0,21,0.9195652173913044,0.1224564282529819,0.11260667206741597
2024-08-27,Pennsylvania,Pollster C,lv,2148,0.5312301644589752,1.513006134540774,63.5,Kamala Harris,0,70,0.9339130434782609,9.118819655545162e-4,8.516184617439569e-4
2024-07-22,Arizona,Pollster A,lv,2090,0.7209615550236776,0.12043797818478197,37.4,Kamala Harris,0,106,0.908695652173913,2.491600973150316e-5,2.2641069712539827e-5
2024-08-21,Michigan,Pollster C,lv,1699,1.5541781451320276,0.34198377176653594,43.7,Kamala Harris,0,76,0.7386956521739131,5.004514334406104e-4,3.696812980067814e-4
2024-09-03,National,Pollster C,lv,999,2.4958366715582088,-1.4691699031973258,75.2,Kamala Harris,1,63,0.43434782608695655,0.0018363047770289056,7.975949879355986e-4
2024-09-13,Michigan,Pollster B,rv,1063,1.8474916020641103,0.7432454256340861,50.8,Kamala Harris,0,53,0.46217391304347827,0.004991593906910213,0.0023069844882806765
2024-10-09,North Carolina,Pollster B,rv,1012,2.2033852939493954,-0.28404687833972275,75.1,Donald Trump,0,27,0.44,0.06720551273974976,0.029570425605489892
2024-08-26,Nevada,Pollster D,rv,1760,0.8952718660002574,1.86001765972469,37.4,Kamala Harris,0,71,0.7652173913043478,8.251049232659038e-4,6.313846369339091e-4
2024-09-21,National,Pollster D,rv,789,2.4567908387398347,-0.5588642061920837,46.4,Kamala Harris,1,45,0.34304347826086956,0.011108996538242306,0.0038108688124666
2024-09-13,Michigan,Pollster B,lv,215,2.97855871275533,-1.451419465476647,69.2,Donald Trump,0,53,0.09347826086956522,0.004991593906910213,4.666055173850851e-4
2024-09-20,Wisconsin,Pollster B,lv,700,2.3192420969717205,1.3734362000832334,71.6,Donald Trump,0,46,0.30434782608695654,0.010051835744633576,0.0030592543570623926
2024-10-02,Michigan,Pollster D,rv,316,0.9019168217200786,0.24782853131182492,58,Donald Trump,0,34,0.1373913043478261,0.033373269960326066,0.00458519709020132
2024-09-08,Michigan,Pollster A,lv,1868,1.4113164682639763,-0.26330811623483896,57.4,Donald Trump,0,58,0.8121739130434783,0.0030275547453758127,0.0024589009845052256
2024-08-09,Arizona,Pollster D,rv,526,2.467975103179924,0.14380878396332264,55.1,Donald Trump,0,88,0.22869565217391305,1.507330750954765e-4,3.447199891313941e-5
2024-10-03,Michigan,Pollster B,rv,441,2.4218528841156512,-1.4088867912068963,51.3,Donald Trump,0,33,0.1917391304347826,0.036883167401239994,0.007071946445194277
2024-10-05,Wisconsin,Pollster B,rv,350,0.5869327335385606,-1.0353067592950538,55.1,Donald Trump,0,31,0.15217391304347827,0.0450492023935578,0.006855313407715318
2024-09-24,Michigan,Pollster A,lv,1019,2.562476781429723,-0.8204872704809532,56.2,Kamala Harris,0,42,0.44304347826086954,0.014995576820477703,0.006643692513072512
2024-08-09,Nevada,Pollster A,rv,2031,0.6190151768969372,0.2711380055407062,76.8,Kamala Harris,0,88,0.8830434782608696,1.507330750954765e-4,1.3310385892126644e-4
2024-10-28,Michigan,Pollster D,lv,1129,0.617784914909862,0.24116514797788113,65.6,Donald Trump,0,8,0.4908695652173913,0.44932896411722156,0.22056191325580135
2024-07-23,Wisconsin,Pollster D,lv,1127,1.2763525762129575,-0.1684070685878396,41.2,Donald Trump,0,105,0.49,2.7536449349747158e-5,1.3492860181376107e-5
2024-09-17,National,Pollster B,rv,440,2.3451062770327553,1.7659333137562498,32.4,Donald Trump,1,49,0.19130434782608696,0.007446583070924338,0.0014245637179159604
2024-10-25,Nevada,Pollster A,lv,1180,1.0525734549155459,1.5008842131355777,44.7,Donald Trump,0,11,0.5130434782608696,0.33287108369807955,0.1707773385929278
2024-09-18,Pennsylvania,Pollster A,rv,1322,1.929297518916428,-0.950427476898767,60.4,Kamala Harris,0,48,0.5747826086956521,0.008229747049020023,0.004730315477741074
2024-07-25,Wisconsin,Pollster A,rv,1738,2.172987940837629,-0.8264025909593329,69.7,Kamala Harris,0,103,0.7556521739130435,3.363309518571897e-5,2.5414921492512857e-5
2024-09-01,National,Pollster C,lv,325,0.903313614660874,1.1943533817538992,76.4,Donald Trump,1,65,0.14130434782608695,0.0015034391929775724,2.1244249465987434e-4
2024-08-30,National,Pollster D,lv,1008,1.988298448966816,0.3157460220390931,73.2,Kamala Harris,1,67,0.43826086956521737,0.001230911902673481,5.39460520823856e-4
2024-08-25,Georgia,Pollster D,lv,413,0.7833189693046734,1.829118731780909,33.6,Kamala Harris,0,72,0.17956521739130435,7.465858083766792e-4,1.340608429824211e-4
2024-09-07,North Carolina,Pollster B,lv,1429,0.7586429880466312,0.5994398453040048,60.5,Kamala Harris,0,59,0.621304347826087,0.0027394448187683684,0.0017020289765304342
2024-09-04,Wisconsin,Pollster A,lv,1481,0.7839389606378973,-1.393853704095818,40.1,Donald Trump,0,62,0.6439130434782608,0.002029430636295734,0.0013067768575452095
2024-09-20,North Carolina,Pollster C,lv,128,0.845752871944569,0.8755535015370697,30.3,Donald Trump,0,46,0.05565217391304348,0.010051835744633576,5.594065110056947e-4
2024-09-24,Pennsylvania,Pollster A,lv,1450,1.122032480314374,-0.5382600903976709,78.8,Donald Trump,0,42,0.6304347826086957,0.014995576820477703,0.009453733212909857
2024-08-16,Wisconsin,Pollster A,lv,499,2.9873429007129744,-0.3481667611049488,70.5,Kamala Harris,0,81,0.21695652173913044,3.035391380788668e-4,6.585479560928457e-5
2024-09-07,Arizona,Pollster D,lv,1463,2.3223304400453344,-0.6766048354329541,30.2,Kamala Harris,0,59,0.6360869565217391,0.0027394448187683684,0.0017425251173296184
2024-09-24,Georgia,Pollster B,lv,2037,2.5692934206454083,1.4578642748529091,33.3,Kamala Harris,0,42,0.8856521739130435,0.014995576820477703,0.013280865210136123
2024-09-07,North Carolina,Pollster A,rv,1396,1.1793447071686387,0.9885334287537262,59.4,Donald Trump,0,59,0.6069565217391304,0.0027394448187683684,0.0016627238986959313
2024-09-20,Wisconsin,Pollster D,rv,1925,2.939602158847265,1.2846196533646435,34,Donald Trump,0,46,0.8369565217391305,0.010051835744633576,0.00841294948192158
2024-10-15,Arizona,Pollster D,lv,1832,1.6877817567437887,1.2123908053617924,37.6,Kamala Harris,0,21,0.7965217391304348,0.1224564282529819,0.09753920719976646
2024-08-24,Michigan,Pollster B,rv,479,2.2601046606432647,0.16517155314795673,73.7,Kamala Harris,0,73,0.2082608695652174,6.755387751938437e-4,1.406882927468918e-4
2024-09-18,National,Pollster B,rv,2057,0.8900739102391526,-0.8542799495626241,71.9,Donald Trump,1,48,0.8943478260869565,0.008229747049020023,0.007360256382536603
2024-10-05,Michigan,Pollster A,rv,1348,0.602861046907492,-0.42846159369219095,78,Donald Trump,0,31,0.5860869565217391,0.0450492023935578,0.026402749924572137
2024-08-21,Wisconsin,Pollster B,lv,592,0.8830912942066789,1.307460080832243,48.5,Kamala Harris,0,76,0.2573913043478261,5.004514334406104e-4,1.28811847216018e-4
2024-09-22,Nevada,Pollster B,rv,1062,2.294107838650234,0.5092465233756229,42.8,Donald Trump,0,44,0.4617391304347826,0.012277339903068436,0.0056689282508950774
2024-08-25,Nevada,Pollster B,lv,804,1.7253220175625756,-1.0805200937902555,41,Kamala Harris,0,72,0.34956521739130436,7.465858083766792e-4,2.609804304064566e-4
2024-10-20,Arizona,Pollster D,rv,928,1.3444104855880141,1.505749205360189,47.7,Kamala Harris,0,16,0.40347826086956523,0.20189651799465538,0.08146085595610443
2024-09-23,Arizona,Pollster B,lv,1029,2.3968397640855983,0.9118979070335627,66.8,Kamala Harris,0,43,0.4473913043478261,0.013568559012200934,0.0060704553145890265
2024-08-03,Wisconsin,Pollster C,rv,2284,1.1160152767552063,1.2898922287859023,65.4,Kamala Harris,0,94,0.9930434782608696,8.272406555663223e-5,8.214859379623827e-5
2024-10-11,National,Pollster B,lv,940,1.997080582776107,-0.5694254066329449,40.9,Kamala Harris,1,25,0.40869565217391307,0.0820849986238988,0.033547782046289075
2024-08-17,Wisconsin,Pollster C,rv,1382,2.1822151362430304,-0.7200314572546631,73.1,Donald Trump,0,80,0.6008695652173913,3.3546262790251185e-4,2.0156928337446581e-4
2024-10-26,Arizona,Pollster B,lv,287,2.6912334038643166,-0.09575104049872607,70,Kamala Harris,0,10,0.12478260869565218,0.36787944117144233,0.04590495635487128
2024-08-19,Wisconsin,Pollster C,lv,882,2.4760460016550496,1.6868284788215533,63.9,Kamala Harris,0,78,0.3834782608695652,4.0973497897978643e-4,1.5712445715659635e-4
2024-08-07,Georgia,Pollster B,lv,792,2.057238911045715,0.12745908868964761,35.8,Donald Trump,0,90,0.3443478260869565,1.2340980408667956e-4,4.249589775506531e-5
2024-09-12,Michigan,Pollster B,lv,1563,2.6024099161149934,0.09911145444493741,68.6,Kamala Harris,0,54,0.6795652173913044,0.004516580942612666,0.003069311310131999
2024-08-20,North Carolina,Pollster A,rv,2238,1.139479763340205,1.0012764317216352,78.8,Donald Trump,0,77,0.9730434782608696,4.5282718288679695e-4,4.4062053708723983e-4
2024-09-07,North Carolina,Pollster B,rv,256,1.175661395653151,1.0782951929140836,45.3,Donald Trump,0,59,0.11130434782608696,0.0027394448187683684,3.049121189585662e-4
2024-10-21,North Carolina,Pollster C,rv,901,0.5292129587614909,-0.07818124897312373,67.4,Kamala Harris,0,15,0.3917391304347826,0.22313016014842982,0.08740881491031968
2024-09-11,Arizona,Pollster C,lv,752,1.003655219799839,-0.7238461000379175,61.1,Donald Trump,0,55,0.3269565217391304,0.004086771438464067,0.001336196574663034
2024-09-15,Pennsylvania,Pollster A,lv,1613,0.7144178660819307,1.6142001086845994,45.8,Kamala Harris,0,51,0.701304347826087,0.006096746565515633,0.004275674873989876
2024-09-22,Georgia,Pollster C,lv,1518,2.3741723627317697,1.8431575008435175,63.7,Donald Trump,0,44,0.66,0.012277339903068436,0.008103044336025168
2024-09-29,National,Pollster B,lv,942,1.3233617490623146,1.526029652217403,73.2,Donald Trump,1,37,0.40956521739130436,0.024723526470339388,0.010125896493504219
2024-10-03,Arizona,Pollster D,lv,1526,1.935422966023907,0.7556991609744728,62.3,Donald Trump,0,33,0.6634782608695652,0.036883167401239994,0.024471179762735752
2024-10-13,Wisconsin,Pollster B,rv,1882,1.1262057978892699,0.30352679500356317,74.4,Donald Trump,0,23,0.8182608695652174,0.1002588437228037,0.08203788864622459
2024-09-18,Pennsylvania,Pollster B,lv,105,2.0319065825315192,-0.8414195975055918,59,Donald Trump,0,48,0.04565217391304348,0.008229747049020023,3.7570584354221844e-4
2024-11-01,Michigan,Pollster A,lv,183,1.6376240238314494,-0.20576264604460448,55.6,Kamala Harris,0,4,0.07956521739130434,0.6703200460356393,0.05333416018457478
2024-10-22,Michigan,Pollster D,lv,2242,1.006377657293342,-1.1416295665549114,49.2,Kamala Harris,0,14,0.9747826086956521,0.24659696394160643,0.2403784318074268
2024-08-22,Georgia,Pollster D,lv,357,1.3818411303218454,1.465488918707706,53.7,Kamala Harris,0,75,0.15521739130434783,5.530843701478336e-4,8.584831310555506e-5
2024-09-09,Wisconsin,Pollster C,lv,1976,2.5565995638025925,-1.2910920350113884,47.1,Donald Trump,0,57,0.8591304347826086,0.003345965457471272,0.002874620758244884
2024-10-17,Wisconsin,Pollster C,rv,1245,2.6865076437825337,-0.6628128227312118,47.6,Donald Trump,0,19,0.5413043478260869,0.14956861922263504,0.08096214388355678
2024-09-21,Georgia,Pollster D,rv,72,2.8597823531599715,-0.889803011668846,55.2,Donald Trump,0,45,0.03130434782608696,0.011108996538242306,3.477598916319331e-4
2024-10-28,Michigan,Pollster B,lv,2037,0.6618633006000891,-1.1539621691918,71.2,Donald Trump,0,8,0.8856521739130435,0.44932896411722156,0.3979491738725132
2024-09-29,Arizona,Pollster D,rv,1641,2.216202567331493,1.0165967002976686,48.5,Kamala Harris,0,37,0.7134782608695652,0.024723526470339388,0.017639698668620408
2024-10-31,National,Pollster C,rv,1101,1.8018832495436072,-0.6264939490938559,73.8,Kamala Harris,1,5,0.478695652173913,0.6065306597126334,0.29034358971461277
2024-07-24,North Carolina,Pollster D,lv,711,2.613840557867661,0.7673654090613127,48.2,Kamala Harris,0,104,0.3091304347826087,3.0432483008403625e-5,9.407606703902164e-6
2024-08-15,Pennsylvania,Pollster D,rv,1291,1.0499571963446215,-1.4379249941557646,55.5,Kamala Harris,0,82,0.561304347826087,2.7465356997214205e-4,1.5416424297131972e-4
2024-09-27,Arizona,Pollster B,rv,2019,2.035660184454173,1.5926901460625231,69.8,Donald Trump,0,39,0.8778260869565218,0.02024191144580438,0.01776887791699089
2024-07-23,Pennsylvania,Pollster C,rv,4,1.492782969842665,1.156441945466213,53.4,Donald Trump,0,105,0.0017391304347826088,2.7536449349747158e-5,4.788947712999506e-8
2024-09-20,Michigan,Pollster B,lv,2158,0.8878614091081545,0.1680373114068061,40.7,Donald Trump,0,46,0.9382608695652174,0.010051835744633576,0.009431244146486634
2024-07-28,Georgia,Pollster D,rv,234,1.696228163316846,0.7122975967358798,42.7,Donald Trump,0,100,0.10173913043478261,4.5399929762484854e-5,4.618949375835416e-6
2024-10-08,Michigan,Pollster D,rv,1587,2.125769204692915,0.7585671520791948,38.2,Kamala Harris,0,28,0.69,0.06081006262521795,0.04195894321140038
2024-09-20,North Carolina,Pollster D,lv,1319,2.7555213008308783,-1.432455546921119,51.6,Kamala Harris,0,46,0.5734782608695652,0.010051835744633576,0.005764509281378994
2024-10-29,National,Pollster B,lv,762,1.97775849676691,0.42153161962050945,57.5,Kamala Harris,1,7,0.331304347826087,0.49658530379140947,0.1645208702126322
2024-09-21,Wisconsin,Pollster C,lv,377,2.957164329243824,-1.1380682800663635,52.3,Donald Trump,0,45,0.16391304347826086,0.011108996538242306,0.0018209094325727605
2024-08-22,Arizona,Pollster A,rv,903,0.8114615549566224,0.8130215731216595,34.3,Donald Trump,0,75,0.39260869565217393,5.530843701478336e-4,2.1714573314934513e-4
2024-08-09,North Carolina,Pollster A,rv,2185,0.5217806576984003,-1.0712958611547947,54.9,Donald Trump,0,88,0.95,1.507330750954765e-4,1.4319642134070267e-4
2024-10-23,National,Pollster D,rv,1153,1.4178942471044138,1.5803031760733575,41.2,Donald Trump,1,13,0.5013043478260869,0.2725317930340126,0.13662137276878977
2024-08-12,Michigan,Pollster D,rv,1453,1.3380103699164465,-1.2122500101104379,65.6,Kamala Harris,0,85,0.6317391304347826,2.0346836901064417e-4,1.285389305097678e-4
2024-10-02,Georgia,Pollster B,lv,1604,2.233021436375566,0.35890022851526737,63.8,Kamala Harris,0,34,0.697391304347826,0.033373269960326066,0.023274228267983914
2024-09-02,North Carolina,Pollster A,lv,2200,1.6126006057020277,-0.9816086039645597,64,Kamala Harris,0,64,0.9565217391304348,0.001661557273173934,0.0015893156526011543
2024-09-13,Pennsylvania,Pollster D,lv,314,1.08277552947402,1.1190470845904201,73.6,Kamala Harris,0,53,0.13652173913043478,0.004991593906910213,6.814610812042638e-4
2024-08-30,National,Pollster D,lv,2017,2.0050630923360586,1.9181648989906535,60.3,Donald Trump,1,67,0.8769565217391304,0.001230911902673481,0.001079456220735831
2024-10-28,North Carolina,Pollster C,rv,2254,0.8726385865593329,0.39648105937521905,67.3,Kamala Harris,0,8,0.98,0.44932896411722156,0.44034238483487714
2024-09-22,Arizona,Pollster B,rv,91,2.3682324356632307,-0.44148383766878396,52.4,Kamala Harris,0,44,0.03956521739130435,0.012277339903068436,4.8575562225183815e-4
2024-09-27,National,Pollster B,rv,1055,1.032572305528447,-0.5071315004024655,79.9,Kamala Harris,1,39,0.45869565217391306,0.02024191144580438,0.009284876771879835
2024-08-07,Pennsylvania,Pollster C,rv,1696,1.821735178353265,0.609827550360933,69.6,Kamala Harris,0,90,0.7373913043478261,1.2340980408667956e-4,9.100131640478631e-5
2024-07-23,National,Pollster B,lv,340,2.146140262600966,0.8739022158551961,67.8,Kamala Harris,1,105,0.14782608695652175,2.7536449349747158e-5,4.07060555604958e-6
2024-10-22,North Carolina,Pollster B,rv,2251,1.0145965632982552,1.4391009986866266,72,Kamala Harris,0,14,0.9786956521739131,0.24659696394160643,0.24134337644893744
2024-08-28,Michigan,Pollster D,rv,1985,2.044592358986847,1.3284961064346135,32.8,Kamala Harris,0,69,0.8630434782608696,0.0010077854290485105,8.697626420266492e-4
2024-10-22,Georgia,Pollster D,lv,475,1.3412522164871916,-0.6824594102799892,58.3,Donald Trump,0,14,0.20652173913043478,0.24659696394160643,0.05092763385750568
2024-09-21,Nevada,Pollster C,lv,827,2.5485211856430396,-1.044772449764423,67.2,Donald Trump,0,45,0.35956521739130437,0.011108996538242306,0.003994408755272343
2024-07-28,National,Pollster A,rv,1500,0.8588702896377072,1.8113275544019416,79.6,Donald Trump,1,100,0.6521739130434783,4.5399929762484854e-5,2.960864984509882e-5
2024-07-21,Arizona,Pollster D,rv,355,2.950239811441861,0.6552729036193341,58,Kamala Harris,0,107,0.15434782608695652,2.254493791321217e-5,3.4797621561697044e-6
2024-08-26,Georgia,Pollster D,lv,1376,1.9941294107120484,0.20439296262338758,47.1,Kamala Harris,0,71,0.5982608695652174,8.251049232659038e-4,4.936279888756016e-4
2024-10-04,Georgia,Pollster C,lv,1583,1.8492061890428886,-0.2768735399004072,39.9,Donald Trump,0,32,0.6882608695652174,0.04076220397836621,0.028055029955545093
2024-09-01,North Carolina,Pollster D,lv,279,1.8228691054973751,1.0291972322156653,49.7,Kamala Harris,0,65,0.12130434782608696,0.0015034391929775724,1.823737108003229e-4
2024-07-26,Michigan,Pollster C,rv,1370,2.486025006044656,1.7963089742697775,30.4,Kamala Harris,0,102,0.5956521739130435,3.7170318684126666e-5,2.2140581129240667e-5
2024-08-19,Wisconsin,Pollster C,rv,669,1.9727948687504977,1.7409608933376148,74.6,Donald Trump,0,78,0.2908695652173913,4.0973497897978643e-4,1.1917943519020746e-4
2024-09-10,Nevada,Pollster B,rv,2046,1.5965029534418136,0.024156600702553988,38.6,Donald Trump,0,56,0.8895652173913043,0.003697863716482929,0.003289490940836553
2024-07-23,National,Pollster C,lv,149,2.466922508436255,-0.05941508151590824,54.7,Kamala Harris,1,105,0.06478260869565218,2.7536449349747158e-5,1.7838830230923161e-6
2024-08-24,Nevada,Pollster A,rv,227,2.1847115504788235,0.7262144809355959,74.8,Donald Trump,0,73,0.09869565217391305,6.755387751938437e-4,6.667273998652284e-5
2024-10-07,North Carolina,Pollster B,rv,277,2.9227215081918985,1.5342591911321506,55,Kamala Harris,0,29,0.12043478260869565,0.05502322005640721,0.006626709545923825
2024-09-28,Wisconsin,Pollster A,rv,178,2.811541690141894,-0.7368016308173537,74.3,Donald Trump,0,38,0.07739130434782608,0.02237077185616559,0.0017313032132162934
2024-08-23,North Carolina,Pollster A,rv,837,0.5239213142776862,0.20569844241254032,52.6,Donald Trump,0,74,0.36391304347826087,6.112527611295723e-4,2.2244285263715304e-4
2024-10-05,Georgia,Pollster A,rv,1533,1.1508306559408084,-0.6390275257872418,37.4,Donald Trump,0,31,0.6665217391304348,0.0450492023935578,0.030026272725793092
2024-07-27,Arizona,Pollster D,rv,1571,0.6010464475257322,-0.8015809691278264,77.9,Donald Trump,0,101,0.6830434782608695,4.107955522530065e-5,2.8059122286498832e-5
2024-10-06,National,Pollster B,rv,264,1.1012807204388082,0.9214610661147162,30.5,Kamala Harris,1,30,0.11478260869565217,0.049787068367863944,0.0057146895865722094
2024-08-15,Pennsylvania,Pollster D,rv,772,2.326197729096748,0.6280019044643268,55.2,Kamala Harris,0,82,0.33565217391304347,2.7465356997214205e-4,9.218806783412767e-5
2024-09-25,National,Pollster A,rv,2161,2.6417221473529935,-0.6814804752357304,51.5,Kamala Harris,1,41,0.9395652173913044,0.016572675401761237,0.015571109366611319
2024-08-15,North Carolina,Pollster A,lv,906,2.554751138202846,-1.0616408416535705,71.7,Kamala Harris,0,82,0.3939130434782609,2.7465356997214205e-4,1.0818962364989596e-4
2024-10-23,Nevada,Pollster D,lv,488,1.504808540455997,-0.10055585508234799,70.3,Kamala Harris,0,13,0.21217391304347827,0.2725317930340126,0.057824136956781805
2024-09-13,North Carolina,Pollster B,rv,1856,0.9221842275001109,1.1953558749519289,30.5,Kamala Harris,0,53,0.8069565217391305,0.004991593906910213,0.004027999257054502
2024-10-31,Michigan,Pollster C,lv,805,2.958426409866661,1.9658338350709528,32.8,Kamala Harris,0,5,0.35,0.6065306597126334,0.21228573089942168
2024-10-20,Michigan,Pollster D,rv,1326,0.9560207907343283,0.8339906418696046,34.4,Kamala Harris,0,16,0.5765217391304348,0.20189651799465538,0.11639773167865784
2024-08-11,Arizona,Pollster B,lv,1166,2.53580301546026,-0.09459677489940077,46.2,Donald Trump,0,86,0.5069565217391304,1.841057936675792e-4,9.333363278973798e-5
2024-09-13,National,Pollster A,rv,1807,2.3746895965887234,0.906878370908089,60.2,Kamala Harris,1,53,0.7856521739130434,0.004991593906910213,0.00392165660425511
2024-08-12,Nevada,Pollster D,lv,2247,1.5994313115952536,-0.8428822346031666,32.9,Donald Trump,0,85,0.9769565217391304,2.0346836901064417e-4,1.987797500725728e-4
2024-07-21,North Carolina,Pollster A,rv,1732,2.66939578182064,0.13300342264119536,33.7,Donald Trump,0,107,0.7530434782608696,2.254493791321217e-5,1.6977318463340643e-5
2024-08-17,Georgia,Pollster C,rv,153,0.6233287382638082,1.5039279764750972,46.3,Donald Trump,0,80,0.06652173913043478,3.3546262790251185e-4,2.2315557421341008e-5
2024-10-14,National,Pollster D,rv,74,2.748713520821184,-0.27226505521684885,57,Donald Trump,1,22,0.03217391304347826,0.11080315836233387,0.003564971182092481
2024-10-03,National,Pollster B,lv,1533,1.2359191385330632,-0.5244785264367238,55.5,Donald Trump,1,33,0.6665217391304348,0.036883167401239994,0.024583432880913438
2024-10-16,North Carolina,Pollster A,rv,616,1.7760911975055933,1.4133643639506772,58.7,Donald Trump,0,20,0.2678260869565217,0.1353352832366127,0.03624631933641453
2024-09-26,National,Pollster C,rv,318,1.2983349083224311,0.8452134280232713,62.8,Kamala Harris,1,40,0.13826086956521738,0.01831563888873418,0.0025323361593988995
2024-09-27,Georgia,Pollster C,rv,744,1.62283531925641,-1.4397342096781358,71,Donald Trump,0,39,0.3234782608695652,0.02024191144580438,0.006547818311164548
