end_date,state,pollster,population,sample_size,numeric_grade,pollscore,pct,candidate_name,national_poll,recency
2024-10-15,Georgia,Pollster C,rv,300,0.654066975810565,-1.443961845827289,63.2,Kamala Harris,0,21
2024-10-29,Wisconsin,Pollster B,rv,1951,2.5272866322193295,-0.42388353031128645,49.1,Donald Trump,0,7
2024-09-04,Arizona,Pollster C,lv,1102,2.6565966395428404,-0.7138257812475786,37.8,Donald Trump,0,62
2024-10-04,Michigan,Pollster A,lv,973,1.136446641292423,0.298224815283902,48.4,Donald Trump,0,32
2024-07-21,Georgia,Pollster A,lv,21,2.653850659960881,1.0440754445735365,37.5,Donald Trump,0,107
2024-07-28,Wisconsin,Pollster D,rv,262,0.9559761000564322,-0.8370113485725597,79.5,Kamala Harris,0,100
2024-07-30,Michigan,Pollster B,lv,1830,2.540717908530496,0.6204731279285625,40.9,Donald Trump,0,98
2024-10-25,Nevada,Pollster A,rv,915,0.6663264870876446,-0.6857888955855742,41.8,Kamala Harris,0,11
2024-07-24,Arizona,Pollster A,lv,1345,1.7899786449270323,-1.3166115572676063,30.3,Kamala Harris,0,104
2024-09-15,Wisconsin,Pollster D,lv,1068,2.203592498670332,1.5456590183312073,56.9,Kamala Harris,0,51
2024-11-01,Pennsylvania,Pollster C,rv,523,1.9868190517881885,1.2540305515285581,72.8,Kamala Harris,0,4
2024-09-09,National,Pollster B,rv,681,2.2761606560088694,-0.8839967657113448,50.1,Donald Trump,1,57
2024-10-16,National,Pollster C,rv,2266,2.4896085577784106,0.44916271162219346,70.8,Kamala Harris,1,20
2024-09-07,Michigan,Pollster D,rv,1502,0.6752551470417529,-1.2458268178161234,37.8,Kamala Harris,0,59
2024-09-21,Georgia,Pollster D,rv,1728,1.7769196147564799,-0.9237666672561318,48,Donald Trump,0,45
2024-09-08,Georgia,Pollster D,lv,1134,1.97745338792447,-0.04705865262076259,66.3,Kamala Harris,0,58
2024-09-05,National,Pollster C,rv,134,1.3869202894857153,1.0066110965562984,44.2,Donald Trump,1,61
2024-10-20,Wisconsin,Pollster C,rv,1999,2.652361793559976,-0.4056075654225424,36.5,Donald Trump,0,16
2024-10-30,Pennsylvania,Pollster D,lv,259,1.809049489791505,-1.3006128490669653,42.3,Donald Trump,0,6
2024-09-25,Georgia,Pollster A,rv,1362,0.5417722517158836,0.09427948878146708,52.8,Donald Trump,0,41
2024-10-19,Pennsylvania,Pollster D,rv,2079,1.491917402134277,-1.386745933094062,55,Donald Trump,0,17
2024-07-23,Nevada,Pollster C,lv,1087,1.8814294477924705,0.2547511578304693,57.5,Donald Trump,0,105
2024-08-22,Nevada,Pollster A,rv,581,2.805272151133977,-0.34761236992198974,49.3,Donald Trump,0,75
2024-08-15,Arizona,Pollster B,lv,1825,1.3259694965090603,0.7968334878096357,66.4,Donald Trump,0,82
2024-09-01,Wisconsin,Pollster A,lv,904,0.6486329676117748,1.0996414178516716,69.7,Donald Trump,0,65
2024-08-16,Nevada,Pollster B,rv,1263,1.7615028390428051,1.4464653000468388,58.6,Donald Trump,0,81
2024-08-29,Pennsylvania,Pollster C,rv,2156,2.0948522684630007,0.3825227452907711,45.6,Donald Trump,0,68
2024-10-03,Georgia,Pollster A,rv,508,1.2814010855508968,-1.2210436376044527,32.7,Kamala Harris,0,33
2024-07-28,Pennsylvania,Pollster D,lv,1464,1.5803417750867084,0.31173563364427537,54,Kamala Harris,0,100
2024-07-28,Wisconsin,Pollster B,rv,84,0.7834732638439164,0.3962454949505627,42.8,Donald Trump,0,100
2024-10-31,Arizona,Pollster C,rv,1854,2.740676892688498,1.8949864300666377,31.1,Kamala Harris,0,5
2024-10-16,North Carolina,Pollster D,rv,550,2.267915009986609,0.8332148314220831,73.8,Kamala Harris,0,20
2024-09-29,Pennsylvania,Pollster C,rv,100,2.097434756695293,1.7767577439080924,60.5,Kamala Harris,0,37
2024-09-18,Wisconsin,Pollster C,lv,2191,1.5548080509761348,-1.191206868737936,37.5,Donald Trump,0,48
2024-07-24,Nevada,Pollster A,rv,1124,0.85832536930684,-0.29180681880097836,53.3,Donald Trump,0,104
2024-08-10,North Carolina,Pollster D,rv,1913,0.7485768060432747,0.21680083009414375,50.6,Donald Trump,0,87
2024-09-13,Georgia,Pollster B,rv,2031,1.712750973063521,-0.36724374804180115,31.5,Donald Trump,0,53
2024-08-22,Wisconsin,Pollster B,lv,2037,1.227144581032917,1.178982763318345,50.4,Donald Trump,0,75
2024-10-13,Georgia,Pollster B,rv,1363,0.8346417099237442,-0.3933242491912097,58.4,Donald Trump,0,23
2024-09-25,Michigan,Pollster C,lv,362,0.5544709659880027,-0.5578222535550594,55.7,Kamala Harris,0,41
2024-09-10,Wisconsin,Pollster A,lv,953,1.9218095317482948,1.6411963928258047,59.5,Donald Trump,0,56
2024-07-29,Wisconsin,Pollster C,rv,1859,0.890759275178425,1.7984264920232818,30.2,Donald Trump,0,99
2024-09-14,Michigan,Pollster B,lv,1705,1.4923666599206626,-1.4525174055015668,59.7,Donald Trump,0,52
2024-08-09,Pennsylvania,Pollster B,rv,210,2.9518018966773525,0.2116116922115907,32.6,Kamala Harris,0,88
2024-09-12,North Carolina,Pollster C,rv,2204,2.6098621282726526,-0.7689542031148449,46.7,Kamala Harris,0,54
2024-08-24,National,Pollster D,rv,1244,1.455715759191662,-0.7786834965227172,32.3,Kamala Harris,1,73
2024-08-14,Georgia,Pollster A,rv,525,2.986145162838511,0.025829973630607128,72.9,Kamala Harris,0,83
2024-09-16,North Carolina,Pollster C,lv,2264,1.2834875740809366,0.7504055495373905,77.4,Kamala Harris,0,50
2024-10-16,Wisconsin,Pollster D,rv,1543,2.7951816127169877,0.03373978938907385,33.1,Kamala Harris,0,20
2024-08-03,Georgia,Pollster A,lv,2068,1.8127846695715562,-0.4161885778885335,31.8,Kamala Harris,0,94
2024-09-27,Georgia,Pollster B,lv,199,0.7724184549879283,0.6611542726168409,34.6,Kamala Harris,0,39
2024-10-04,Arizona,Pollster D,rv,521,2.497272521839477,-1.0441783310379833,48.8,Donald Trump,0,32
2024-08-06,Wisconsin,Pollster C,lv,1526,1.350053062895313,-0.9392388761043549,41,Donald Trump,0,91
2024-08-25,Pennsylvania,Pollster A,rv,1003,0.595490719540976,0.40599636384285986,35.6,Kamala Harris,0,72
2024-08-01,Michigan,Pollster C,rv,641,2.2337424628203735,-0.5300426846370101,63.1,Donald Trump,0,96
2024-07-23,Michigan,Pollster D,lv,102,2.132860709214583,-0.6994385219877586,49.8,Donald Trump,0,105
2024-08-02,Pennsylvania,Pollster D,lv,1207,1.136741064954549,1.8396485998528078,56.4,Kamala Harris,0,95
2024-09-18,Nevada,Pollster A,rv,1000,1.2980252464767545,-0.901939616072923,32.3,Kamala Harris,0,48
2024-10-11,Michigan,Pollster A,rv,1892,1.0921042314730585,1.9404822774231434,32.4,Kamala Harris,0,25
2024-09-20,Arizona,Pollster C,rv,802,2.9209975788835436,1.098421746166423,70.5,Kamala Harris,0,46
2024-09-24,Georgia,Pollster B,lv,1691,0.7847230684710667,1.3765716918278486,67.5,Donald Trump,0,42
2024-08-02,National,Pollster D,rv,1720,1.5000482818577439,1.3634930195985362,75.1,Kamala Harris,1,95
2024-08-22,Arizona,Pollster A,rv,330,1.3220812061335891,-1.0017868899740279,68,Donald Trump,0,75
2024-09-04,Nevada,Pollster C,lv,2210,2.7386923170415685,1.1352279873099178,46,Kamala Harris,0,62
2024-08-21,Pennsylvania,Pollster B,lv,842,1.3506785664940253,-0.8890696529997513,53.1,Donald Trump,0,76
2024-09-28,Georgia,Pollster B,rv,155,0.6240063668228686,-0.14377074444200844,56.3,Donald Trump,0,38
2024-10-24,National,Pollster A,lv,128,1.1717896554619074,-0.06478801765479147,37.1,Donald Trump,1,12
2024-11-01,Michigan,Pollster D,rv,1540,1.9866766083287075,-1.2331083223689348,44.8,Donald Trump,0,4
2024-09-27,Georgia,Pollster D,rv,523,1.5396609210874885,-0.8655964476056397,57.3,Kamala Harris,0,39
2024-08-11,Pennsylvania,Pollster A,rv,687,1.5275285004172474,1.2454632188891992,47.8,Kamala Harris,0,86
2024-08-05,Pennsylvania,Pollster B,rv,1860,2.1776897880481556,0.34809748793486506,58.7,Kamala Harris,0,92
2024-10-03,Michigan,Pollster A,lv,2133,1.33472385245841,1.451652220566757,68.5,Kamala Harris,0,33
2024-07-29,Pennsylvania,Pollster D,rv,1598,0.7932909852825105,-0.164780777762644,48.3,Kamala Harris,0,99
2024-10-14,Nevada,Pollster B,rv,1023,2.9109416356077418,1.9602449281373993,49.2,Kamala Harris,0,22
2024-09-29,Wisconsin,Pollster D,rv,966,2.264941460569389,0.1159750905353576,42.7,Kamala Harris,0,37
2024-07-24,Arizona,Pollster C,rv,1898,1.7853223999263719,1.7748717869399115,64.4,Kamala Harris,0,104
2024-10-29,Nevada,Pollster A,rv,1189,1.8294616836356,-0.29492691124323756,31.1,Donald Trump,0,7
2024-10-22,North Carolina,Pollster D,rv,1484,2.833668582723476,0.5130757758161053,45.7,Kamala Harris,0,14
2024-10-15,North Carolina,Pollster D,rv,791,1.967471769428812,0.16240232554264367,65.2,Donald Trump,0,21
2024-10-11,Pennsylvania,Pollster C,lv,1348,0.8195601783227175,-0.6869337074458599,46.8,Donald Trump,0,25
2024-10-09,Arizona,Pollster A,lv,1747,2.990377716603689,0.579777012579143,49.1,Kamala Harris,0,27
2024-08-18,Pennsylvania,Pollster D,rv,1267,2.8076276131905615,-0.8830498231109232,50.7,Donald Trump,0,79
2024-08-12,National,Pollster C,lv,735,1.4546809329185635,1.062596126110293,76.7,Kamala Harris,1,85
2024-11-01,Pennsylvania,Pollster B,lv,2058,1.7046705273678526,0.5334112900309265,73.5,Kamala Harris,0,4
2024-07-23,Michigan,Pollster A,lv,1217,1.0453607597155496,-0.6765995923196897,74.6,Kamala Harris,0,105
2024-09-30,Georgia,Pollster A,rv,1646,0.7318355609895661,1.728372756158933,61.5,Donald Trump,0,36
2024-10-05,Wisconsin,Pollster C,rv,2185,0.741354041500017,-0.28532060771249235,48.7,Kamala Harris,0,31
2024-09-30,Pennsylvania,Pollster B,rv,140,1.846263979212381,0.459450084483251,36.4,Donald Trump,0,36
2024-07-28,Nevada,Pollster C,lv,1399,2.9015244090696797,-0.22870538104325533,75.3,Donald Trump,0,100
2024-09-10,Wisconsin,Pollster C,rv,1691,2.7593061480438337,1.5144936841679737,78.9,Kamala Harris,0,56
2024-08-13,Wisconsin,Pollster A,lv,2032,1.2767212123144418,-0.7416509002214298,72.6,Kamala Harris,0,84
2024-09-24,Michigan,Pollster B,rv,111,2.1791945334989578,-1.0951735376147553,39,Donald Trump,0,42
2024-10-08,Georgia,Pollster D,rv,2151,2.5514249004190788,1.6707676241640002,34.7,Kamala Harris,0,28
2024-09-17,Wisconsin,Pollster B,rv,448,2.7348106716526672,-0.20344587694853544,67.1,Donald Trump,0,49
2024-09-20,Michigan,Pollster A,rv,702,1.2368460582802072,1.5909853258635849,63.9,Kamala Harris,0,46
2024-08-27,Wisconsin,Pollster D,rv,2226,1.6288672941736877,-0.3791567158186808,52.2,Donald Trump,0,70
2024-08-13,National,Pollster C,lv,42,2.2077647714177147,1.3178599157836288,71,Donald Trump,1,84
2024-09-03,National,Pollster A,rv,1997,2.929296927875839,-0.942071016994305,51.1,Kamala Harris,1,63
2024-10-16,Georgia,Pollster B,lv,2296,2.268647527205758,1.0891102793393657,53.8,Donald Trump,0,20
2024-07-24,Michigan,Pollster B,lv,2100,2.2861492274096236,1.9810982996132225,66.6,Donald Trump,0,104
2024-10-25,Nevada,Pollster C,lv,251,0.8714057675097138,0.20177168387454003,63.3,Donald Trump,0,11
2024-09-29,North Carolina,Pollster C,lv,2214,2.1853326931595802,-0.04029184125829488,35.1,Kamala Harris,0,37
2024-08-03,Pennsylvania,Pollster D,lv,1015,1.8931923045311123,1.4748515144456178,30.9,Donald Trump,0,94
2024-08-12,Pennsylvania,Pollster C,lv,1460,1.4114321763627231,1.0897431110497564,53.9,Kamala Harris,0,85
2024-09-20,Arizona,Pollster B,rv,1952,1.5557773488108069,-0.6334794962313026,58.9,Donald Trump,0,46
2024-09-11,Wisconsin,Pollster B,lv,1203,1.426507319090888,-1.1000480031361803,32.2,Kamala Harris,0,55
2024-08-24,Wisconsin,Pollster C,rv,887,0.9205888090655208,1.4320613025920466,76.4,Kamala Harris,0,73
2024-08-16,North Carolina,Pollster D,lv,796,1.091436549439095,1.0744934126269072,35.7,Kamala Harris,0,81
2024-10-26,National,Pollster D,lv,1652,1.0355784064158797,-1.3635204937309027,33.7,Donald Trump,1,10
2024-10-28,National,Pollster A,lv,728,0.6755748101277277,1.7813914328580722,69,Kamala Harris,1,8
2024-08-07,Michigan,Pollster C,rv,154,0.9723461921093985,-0.4491073797689751,64,Kamala Harris,0,90
2024-08-07,Michigan,Pollster C,rv,34,1.3213586412603036,0.3590138762956485,31.9,Donald Trump,0,90
2024-07-21,Pennsylvania,Pollster B,rv,891,2.9354935431620106,-0.8443413781933486,32.3,Kamala Harris,0,107
2024-08-28,Georgia,Pollster A,rv,1868,1.15249074366875,-0.18316758470609784,55.7,Donald Trump,0,69
2024-08-12,North Carolina,Pollster B,rv,961,0.7469485288020223,0.5744949923828244,59.4,Kamala Harris,0,85
2024-08-10,Pennsylvania,Pollster C,rv,1479,0.6136434957152233,-1.0950303005520254,77.6,Kamala Harris,0,87
2024-10-11,North Carolina,Pollster B,lv,420,1.3497496834024787,-1.357039054739289,67.3,Kamala Harris,0,25
2024-09-12,Arizona,Pollster B,rv,1972,2.341026185429655,-0.5648607403272763,55.5,Kamala Harris,0,54
2024-08-08,Georgia,Pollster A,lv,2056,0.9709745070431381,0.17267817887477577,41.7,Kamala Harris,0,89
2024-09-08,Michigan,Pollster C,lv,672,2.2041933321161196,0.3655741746770218,32.2,Kamala Harris,0,58
2024-10-17,Georgia,Pollster D,lv,2147,1.81090153940022,1.5845127392094582,70.7,Donald Trump,0,19
2024-08-28,National,Pollster A,lv,2080,2.354647201835178,1.1536918461788446,54.9,Donald Trump,1,69
2024-08-04,Arizona,Pollster B,lv,1132,0.8352719184476882,1.3226699237711728,58.8,Donald Trump,0,93
2024-10-19,North Carolina,Pollster D,lv,76,1.376060776063241,1.1908245334634557,61.7,Kamala Harris,0,17
2024-07-29,Arizona,Pollster C,rv,1178,1.3290157304145396,1.9446282011922449,34.5,Kamala Harris,0,99
2024-08-03,Arizona,Pollster D,rv,1917,2.9515764048555866,1.3234069218160585,74.5,Kamala Harris,0,94
2024-09-08,Arizona,Pollster C,lv,888,1.8377951527945697,1.4014363570604473,67.2,Donald Trump,0,58
2024-10-10,National,Pollster B,lv,777,1.530975480680354,1.9065298618515953,39.5,Donald Trump,1,26
2024-08-10,Arizona,Pollster A,lv,676,0.7321808389388025,1.2158118389779702,38.9,Donald Trump,0,87
2024-08-25,Wisconsin,Pollster A,rv,2160,1.5941317438846454,1.2755272116046399,48.6,Kamala Harris,0,72
2024-10-18,Pennsylvania,Pollster D,rv,949,0.9708199988817796,1.6724206920480356,41.3,Donald Trump,0,18
2024-10-12,Michigan,Pollster B,rv,160,0.9286764573771507,0.8408884666860104,35.9,Donald Trump,0,24
2024-10-01,North Carolina,Pollster D,lv,647,1.4177965408889577,-1.1862273078877479,57.2,Kamala Harris,0,35
2024-10-18,Wisconsin,Pollster B,lv,586,2.315296696149744,1.030503079527989,73.5,Kamala Harris,0,18
2024-10-30,Nevada,Pollster C,rv,567,1.41651875176467,-0.4218066014582291,58.3,Kamala Harris,0,6
2024-10-02,National,Pollster D,lv,980,1.3893739187624305,-0.7918670049402863,41.3,Kamala Harris,1,34
2024-10-26,Arizona,Pollster C,lv,30,1.0952782748499885,-0.9970855482388288,48.5,Donald Trump,0,10
2024-08-13,Nevada,Pollster B,rv,211,0.9268041701288894,-1.441265128669329,38.7,Kamala Harris,0,84
2024-09-11,Arizona,Pollster B,rv,1853,2.7375998116331175,1.3957322246860713,57.9,Donald Trump,0,55
2024-10-12,Wisconsin,Pollster D,rv,130,2.9893828679341823,1.8472669012844563,77.4,Donald Trump,0,24
2024-10-10,North Carolina,Pollster B,lv,699,1.95603601122275,0.5101954478304833,30.7,Kamala Harris,0,26
2024-08-30,National,Pollster D,rv,2179,1.8817945047048852,-0.9977492730831727,49.8,Donald Trump,1,67
2024-08-26,Georgia,Pollster B,lv,323,1.0345537525136024,1.862677462399006,72.8,Kamala Harris,0,71
2024-09-10,Arizona,Pollster C,rv,1079,1.3514643501257524,0.17494480754248798,30.1,Donald Trump,0,56
2024-08-13,Michigan,Pollster A,rv,1625,1.2912646559998393,-0.8902699624886736,61.9,Donald Trump,0,84
2024-08-12,Nevada,Pollster B,rv,638,1.5648375481832772,-0.6508126745466143,76.8,Kamala Harris,0,85
2024-10-15,Michigan,Pollster C,rv,1355,2.960917431744747,-0.9270322524243966,32.9,Kamala Harris,0,21
2024-08-14,Pennsylvania,Pollster A,rv,1748,2.4061110698385164,0.9567065398441628,37.2,Donald Trump,0,83
2024-10-22,North Carolina,Pollster B,rv,1982,0.6613962766714394,-1.3498453118372709,58.4,Donald Trump,0,14
2024-10-15,Georgia,Pollster A,rv,523,1.9752974617294967,-1.0076001522829756,47.3,Donald Trump,0,21
2024-08-03,Michigan,Pollster B,rv,784,2.856478352448903,0.792016688385047,56.3,Donald Trump,0,94
2024-08-25,Wisconsin,Pollster C,rv,3,1.9668050792533904,-1.2567837820388377,64.3,Donald Trump,0,72
2024-08-05,Pennsylvania,Pollster B,lv,2185,2.0747425315203145,1.5113549515372142,30.2,Kamala Harris,0,92
2024-10-13,Pennsylvania,Pollster B,lv,1690,1.0560768762370571,-0.9557365218643099,49.3,Kamala Harris,0,23
2024-08-31,Georgia,Pollster D,lv,796,2.191370100597851,-1.3458985554752871,43.7,Donald Trump,0,66
2024-08-27,Arizona,Pollster D,rv,2293,0.5201420008670539,-0.35316693177446723,74,Kamala Harris,0,70
2024-10-05,Wisconsin,Pollster B,rv,633,1.8685741066001356,-1.2374197366880253,74.3,Donald Trump,0,31
2024-08-25,National,Pollster D,rv,235,2.3504352791933343,0.045861388090997934,75.7,Kamala Harris,1,72
2024-09-23,Arizona,Pollster C,rv,1502,1.364153035217896,-0.9766087307361886,54,Kamala Harris,0,43
2024-08-02,North Carolina,Pollster B,lv,2230,0.5939687079517171,-0.13275534892454743,75.8,Kamala Harris,0,95
2024-07-31,Nevada,Pollster D,lv,137,1.0650138325290754,-1.029111482319422,35.6,Kamala Harris,0,97
2024-08-17,Georgia,Pollster B,lv,1636,0.9047362628625706,-0.69945057039149106,45.6,Donald Trump,0,80
2024-10-11,Michigan,Pollster C,lv,1001,2.871427235775627,0.188617495005019,67.2,Donald Trump,0,25
2024-08-03,Nevada,Pollster D,lv,151,0.602472547441721,1.5170889918226749,72,Kamala Harris,0,94
2024-10-13,Georgia,Pollster D,lv,87,1.3588207932189107,0.7610715226037428,34.2,Kamala Harris,0,23
2024-10-24,National,Pollster C,rv,522,1.7141847691964358,0.3006005804054439,39.9,Kamala Harris,1,12
2024-10-29,Wisconsin,Pollster B,rv,1748,0.6473587076179683,-0.48166949104052037,32.1,Kamala Harris,0,7
2024-08-13,Pennsylvania,Pollster A,lv,771,2.9340511596528813,-0.890707045327872,40.8,Kamala Harris,0,84
2024-10-25,National,Pollster A,rv,857,2.9151565827196464,1.4346323105273768,57.7,Donald Trump,1,11
2024-10-12,Pennsylvania,Pollster D,lv,850,1.1911071244394407,-0.868807222112082,33.9,Kamala Harris,0,24
2024-08-14,Nevada,Pollster A,lv,1593,2.3226168083492666,0.6839330971706659,47.8,Kamala Harris,0,83
2024-10-18,Pennsylvania,Pollster A,lv,1346,1.844858162337914,-0.4390995486173779,39.3,Donald Trump,0,18
2024-10-18,Michigan,Pollster C,rv,1008,2.1196467651752755,-0.3628681630361825,51.7,Donald Trump,0,18
2024-08-05,National,Pollster D,rv,611,2.8743920755805448,0.5086082643829286,46.6,Kamala Harris,1,92
2024-08-03,Michigan,Pollster A,lv,202,1.162335793604143,-1.1590345373842865,41.3,Kamala Harris,0,94
2024-09-21,National,Pollster B,rv,1604,2.6396253490820527,-1.4699915839591995,55,Kamala Harris,1,45
2024-10-03,Arizona,Pollster B,rv,1167,1.4519925265340135,0.09728210093453526,59,Donald Trump,0,33
2024-09-27,National,Pollster A,rv,1015,2.893581415526569,-0.3080873773433268,65.5,Donald Trump,1,39
2024-08-18,Wisconsin,Pollster B,lv,1038,1.1791136733954772,-0.16724763810634613,45.1,Kamala Harris,0,79
2024-09-25,North Carolina,Pollster C,rv,1887,1.727233269601129,-0.4824927869485691,37.7,Donald Trump,0,41
2024-10-08,Arizona,Pollster B,rv,1835,0.5466269988100976,-0.7757365042343736,73.9,Kamala Harris,0,28
2024-10-22,Michigan,Pollster D,lv,543,1.6110152606852353,1.595973764313385,49.9,Donald Trump,0,14
2024-09-19,Arizona,Pollster A,lv,2263,0.5267323560547084,-0.06483482022304088,60.7,Kamala Harris,0,47
2024-08-28,North Carolina,Pollster D,rv,2104,2.545442137750797,0.23438639740925282,33.6,Donald Trump,0,69
2024-09-22,Pennsylvania,Pollster B,lv,876,1.785296015557833,1.152114417986013,68.6,Donald Trump,0,44
2024-10-15,Georgia,Pollster D,lv,817,2.295539214508608,-1.4605543011566624,64.3,Kamala Harris,0,21
2024-08-02,North Carolina,Pollster C,rv,1109,0.8196806291816756,-0.4663021045271307,64.2,Donald Trump,0,95
2024-08-02,North Carolina,Pollster A,lv,1000,0.5623151654144749,0.9476430305512622,47.5,Kamala Harris,0,95
2024-09-07,Wisconsin,Pollster D,rv,1955,2.592504296451807,-0.015429877443239093,34.3,Kamala Harris,0,59
2024-08-18,Arizona,Pollster C,lv,1341,2.398317413870245,1.9764959968160838,53.3,Donald Trump,0,79
2024-07-28,National,Pollster A,rv,1692,0.6060777209931985,-0.4134028109256178,55.7,Kamala Harris,1,100
2024-09-25,Michigan,Pollster B,lv,846,2.975696072797291,0.3188845574622974,79.2,Kamala Harris,0,41
2024-10-12,National,Pollster A,rv,1659,1.0504652875242755,-1.2530542840249836,44.8,Donald Trump,1,24
2024-08-29,Michigan,Pollster B,rv,1482,1.271887230221182,0.21328592242207378,75.2,Donald Trump,0,68
2024-10-18,Nevada,Pollster B,rv,1569,0.7941694867331535,1.9787856678012758,65.7,Donald Trump,0,18
2024-10-02,North Carolina,Pollster C,rv,910,1.7443250929936767,-1.3106666132807732,71.9,Kamala Harris,0,34
2024-10-26,Pennsylvania,Pollster D,lv,98,1.9279401302337646,-0.9474279744317755,53.7,Donald Trump,0,10
2024-09-28,Georgia,Pollster C,rv,1134,1.8500038057100028,-0.02515490318182856,66.9,Donald Trump,0,38
2024-10-05,Wisconsin,Pollster D,lv,510,0.9876386211253703,-0.2822394947288558,77.8,Donald Trump,0,31
2024-08-30,Georgia,Pollster C,lv,1980,1.2704968296457082,0.09689161367714405,63,Kamala Harris,0,67
2024-09-17,Arizona,Pollster C,lv,1354,0.7803954866249114,0.5511723068775609,58.7,Donald Trump,0,49
2024-10-23,National,Pollster C,rv,347,1.3111658424604684,1.7676355857402086,43.7,Kamala Harris,1,13
2024-08-07,Arizona,Pollster A,rv,232,1.9625726192025468,-0.8250332566676661,57.2,Donald Trump,0,90
2024-09-28,Nevada,Pollster B,lv,1730,0.9155987472040579,0.4031337845372036,49.9,Donald Trump,0,38
2024-08-02,Pennsylvania,Pollster C,lv,193,1.5464060038793832,1.822987689054571,31,Donald Trump,0,95
2024-09-07,Michigan,Pollster D,lv,1551,0.6599208026891574,-1.144466686528176,53,Kamala Harris,0,59
2024-09-08,Nevada,Pollster D,rv,1952,1.7817417090991512,-0.6315140018705279,31.2,Donald Trump,0,58
2024-10-21,National,Pollster A,rv,907,1.0830413615331054,0.6223565024556592,42.9,Kamala Harris,1,15
2024-10-22,National,Pollster D,lv,1404,0.6502974447794259,-0.17681056819856167,74.3,Kamala Harris,1,14
2024-09-05,Michigan,Pollster C,lv,1246,0.6561837212648243,1.9808421864872798,39.6,Kamala Harris,0,61
2024-08-16,Nevada,Pollster A,rv,1152,0.7010202349629253,1.295962069532834,75.9,Donald Trump,0,81
2024-09-20,National,Pollster C,lv,1011,1.2410331786377355,0.538680431433022,34.4,Kamala Harris,1,46
2024-11-02,Michigan,Pollster B,rv,823,2.953302412177436,0.9731227600714192,75.7,Donald Trump,0,3
2024-10-18,Georgia,Pollster C,rv,2253,2.023509419639595,0.9676476891618222,44.8,Kamala Harris,0,18
2024-09-25,National,Pollster A,lv,620,2.5907361613353714,1.456707663135603,46.3,Kamala Harris,1,41
2024-09-13,National,Pollster D,lv,349,0.6286730804713443,-0.6823506820946932,49.4,Kamala Harris,1,53
2024-10-14,National,Pollster A,lv,1733,1.5946113313548267,-0.3148410361027345,61.4,Kamala Harris,1,22
2024-10-23,Michigan,Pollster B,rv,630,0.7837802388239652,-1.1117995997192338,36.3,Donald Trump,0,13
2024-08-31,Arizona,Pollster A,rv,680,1.1928927428089082,0.1357948996592313,60.9,Kamala Harris,0,66
2024-08-18,Pennsylvania,Pollster C,rv,2041,1.8322374311974272,1.419379540719092,60.2,Donald Trump,0,79
2024-08-13,Nevada,Pollster D,rv,1855,2.984003971912898,0.4925052847247571,46.5,Kamala Harris,0,84
2024-08-06,Pennsylvania,Pollster B,lv,1080,2.7340975899714977,-0.6233072632458061,59.6,Kamala Harris,0,91
2024-08-12,Michigan,Pollster C,rv,1529,2.9929394957143813,1.6782998330891132,76.1,Donald Trump,0,85
2024-10-13,North Carolina,Pollster A,lv,1806,1.0912758002523333,-0.6935711147962138,59.4,Kamala Harris,0,23
2024-09-08,North Carolina,Pollster A,lv,1946,2.487442742101848,0.5702021123142913,60,Kamala Harris,0,58
2024-10-03,Pennsylvania,Pollster D,lv,2091,0.9719226830638945,-0.400057410588488,30.1,Donald Trump,0,33
2024-08-05,North Carolina,Pollster D,lv,1294,2.8648283793590963,1.8531837782356888,49.5,Donald Trump,0,92
2024-10-21,Nevada,Pollster B,rv,501,2.9105232290457934,0.38781804766040295,77.4,Kamala Harris,0,15
2024-10-17,Georgia,Pollster D,lv,1397,0.9886136570712551,1.654733412899077,33.7,Donald Trump,0,19
2024-09-10,National,Pollster A,rv,1010,2.157727350248024,0.8397328377468511,52.3,Kamala Harris,1,56
2024-09-11,Georgia,Pollster B,lv,1927,2.2451807839097455,1.263508516130969,78.1,Kamala Harris,0,55
2024-09-20,North Carolina,Pollster D,rv,35,1.2811181707074866,-1.4175180052407086,64.8,Kamala Harris,0,46
2024-10-12,Nevada,Pollster B,lv,96,0.6383548090234399,0.9347534673288465,77.5,Kamala Harris,0,24
2024-09-22,North Carolina,Pollster A,lv,2004,2.568134372239001,0.938240202027373,64.1,Kamala Harris,0,44
2024-10-05,Pennsylvania,Pollster A,lv,1903,1.4689520829124376,-0.579389643506147,73.3,Kamala Harris,0,31
2024-09-27,North Carolina,Pollster D,lv,996,1.1237550429068506,-0.43719453748781234,73.8,Kamala Harris,0,39
2024-08-17,Pennsylvania,Pollster D,lv,1449,2.238944061798975,0.7024654074339196,66.3,Donald Trump,0,80
2024-07-24,Wisconsin,Pollster C,lv,277,0.6194159418810159,0.707582542556338,37.5,Kamala Harris,0,104
2024-09-29,Michigan,Pollster C,rv,1313,2.4090841070283204,1.879272337188013,43.8,Kamala Harris,0,37
2024-09-04,Arizona,Pollster D,lv,194,2.9213515681913123,0.6838894760003313,48.1,Donald Trump,0,62
2024-07-27,Arizona,Pollster A,lv,996,1.7747666181530803,1.5700815254822373,72.3,Donald Trump,0,101
2024-09-09,National,Pollster A,lv,1102,2.007782929111272,1.393340481678024,51.7,Kamala Harris,1,57
2024-08-03,Arizona,Pollster C,lv,1327,2.1985873243538663,-0.4494426823221147,68.5,Kamala Harris,0,94
