pollster,numeric_grade,state,candidate_name,party,pct,sample_size,population,methodology,recent_poll
McLaughlin,0.5,Florida,Donald Trump,REP,51,1200,Voters,NA,Older
Victory Insights,1.3,Florida,Kamala Harris,DEM,44.9,600,Voters,IVR/Text-to-Web,Older
Victory Insights,1.3,Florida,Donald Trump,REP,46.9,600,Voters,IVR/Text-to-Web,Older
CNN/SSRS,2.8,North Carolina,Kamala Harris,DEM,48,931,Voters,Live Phone/Text-to-Web/Email/Mail-to-Web/Mail-to-Phone,Older
CNN/SSRS,2.8,North Carolina,Donald Trump,REP,48,931,Voters,Live Phone/Text-to-Web/Email/Mail-to-Web/Mail-to-Phone,Older
CNN/SSRS,2.8,Nebraska,Kamala Harris,DEM,53,749,Voters,Live Phone/Text-to-Web/Email/Mail-to-Web/Mail-to-Phone,Older
CNN/SSRS,2.8,Nebraska,Donald Trump,REP,42,749,Voters,Live Phone/Text-to-Web/Email/Mail-to-Web/Mail-to-Phone,Older
AtlasIntel,2.7,Arizona,Kamala Harris,DEM,48.6,946,Voters,Online Ad,Older
AtlasIntel,2.7,Arizona,Donald Trump,REP,49.7,946,Voters,Online Ad,Older
AtlasIntel,2.7,Arizona,Kamala Harris,DEM,48.6,946,Voters,Online Ad,Older
AtlasIntel,2.7,Arizona,Donald Trump,REP,49.8,946,Voters,Online Ad,Older
AtlasIntel,2.7,Michigan,Kamala Harris,DEM,46.6,918,Voters,Online Ad,Older
AtlasIntel,2.7,Michigan,Donald Trump,REP,50.4,918,Voters,Online Ad,Older
AtlasIntel,2.7,Michigan,Kamala Harris,DEM,47.2,918,Voters,Online Ad,Older
AtlasIntel,2.7,Michigan,Donald Trump,REP,50.6,918,Voters,Online Ad,Older
AtlasIntel,2.7,Nevada,Kamala Harris,DEM,50.6,858,Voters,Online Ad,Older
AtlasIntel,2.7,Nevada,Donald Trump,REP,47.7,858,Voters,Online Ad,Older
AtlasIntel,2.7,Nevada,Kamala Harris,DEM,50.5,858,Voters,Online Ad,Older
AtlasIntel,2.7,Nevada,Donald Trump,REP,47.7,858,Voters,Online Ad,Older
AtlasIntel,2.7,Pennsylvania,Kamala Harris,DEM,48,1775,Voters,Online Ad,Older
AtlasIntel,2.7,Pennsylvania,Donald Trump,REP,50.6,1775,Voters,Online Ad,Older
AtlasIntel,2.7,Pennsylvania,Kamala Harris,DEM,48.1,1775,Voters,Online Ad,Older
AtlasIntel,2.7,Pennsylvania,Donald Trump,REP,51,1775,Voters,Online Ad,Older
AtlasIntel,2.7,Wisconsin,Kamala Harris,DEM,48.2,1077,Voters,Online Ad,Older
AtlasIntel,2.7,Wisconsin,Donald Trump,REP,49.6,1077,Voters,Online Ad,Older
AtlasIntel,2.7,Wisconsin,Kamala Harris,DEM,48.2,1077,Voters,Online Ad,Older
AtlasIntel,2.7,Wisconsin,Donald Trump,REP,49.7,1077,Voters,Online Ad,Older
AtlasIntel,2.7,North Carolina,Kamala Harris,DEM,50.8,1173,Voters,Online Ad,Older
AtlasIntel,2.7,North Carolina,Donald Trump,REP,47.3,1173,Voters,Online Ad,Older
AtlasIntel,2.7,North Carolina,Kamala Harris,DEM,50.5,1173,Voters,Online Ad,Older
AtlasIntel,2.7,North Carolina,Donald Trump,REP,48.1,1173,Voters,Online Ad,Older
AtlasIntel,2.7,Georgia,Kamala Harris,DEM,49,1200,Voters,Online Ad,Older
AtlasIntel,2.7,Georgia,Donald Trump,REP,49.3,1200,Voters,Online Ad,Older
AtlasIntel,2.7,Georgia,Kamala Harris,DEM,49,1200,Voters,Online Ad,Older
AtlasIntel,2.7,Georgia,Donald Trump,REP,49.6,1200,Voters,Online Ad,Older
Morning Consult,1.9,Arizona,Kamala Harris,DEM,49,977,Voters,Online Panel,Older
Morning Consult,1.9,Arizona,Donald Trump,REP,46,977,Voters,Online Panel,Older
Morning Consult,1.9,Arizona,Kamala Harris,DEM,50,977,Voters,Online Panel,Older
Morning Consult,1.9,Arizona,Donald Trump,REP,47,977,Voters,Online Panel,Older
Morning Consult,1.9,Arizona,Kamala Harris,DEM,49,926,Voters,Online Panel,Older
Morning Consult,1.9,Arizona,Donald Trump,REP,46,926,Voters,Online Panel,Older
Morning Consult,1.9,Arizona,Kamala Harris,DEM,50,926,Voters,Online Panel,Older
Morning Consult,1.9,Arizona,Donald Trump,REP,47,926,Voters,Online Panel,Older
Morning Consult,1.9,Georgia,Kamala Harris,DEM,48,989,Voters,Online Panel,Older
Morning Consult,1.9,Georgia,Donald Trump,REP,47,989,Voters,Online Panel,Older
Morning Consult,1.9,Georgia,Kamala Harris,DEM,48,989,Voters,Online Panel,Older
Morning Consult,1.9,Georgia,Donald Trump,REP,47,989,Voters,Online Panel,Older
Morning Consult,1.9,Georgia,Kamala Harris,DEM,48,913,Voters,Online Panel,Older
Morning Consult,1.9,Georgia,Donald Trump,REP,48,913,Voters,Online Panel,Older
Morning Consult,1.9,Georgia,Kamala Harris,DEM,49,913,Voters,Online Panel,Older
Morning Consult,1.9,Georgia,Donald Trump,REP,49,913,Voters,Online Panel,Older
Morning Consult,1.9,Michigan,Kamala Harris,DEM,49,894,Voters,Online Panel,Older
Morning Consult,1.9,Michigan,Donald Trump,REP,45,894,Voters,Online Panel,Older
Morning Consult,1.9,Michigan,Kamala Harris,DEM,49,894,Voters,Online Panel,Older
Morning Consult,1.9,Michigan,Donald Trump,REP,47,894,Voters,Online Panel,Older
Morning Consult,1.9,Michigan,Kamala Harris,DEM,50,800,Voters,Online Panel,Older
Morning Consult,1.9,Michigan,Donald Trump,REP,46,800,Voters,Online Panel,Older
Morning Consult,1.9,Michigan,Kamala Harris,DEM,50,800,Voters,Online Panel,Older
Morning Consult,1.9,Michigan,Donald Trump,REP,47,800,Voters,Online Panel,Older
Morning Consult,1.9,Nevada,Kamala Harris,DEM,46,574,Voters,Online Panel,Older
Morning Consult,1.9,Nevada,Donald Trump,REP,44,574,Voters,Online Panel,Older
Morning Consult,1.9,Nevada,Kamala Harris,DEM,49,574,Voters,Online Panel,Older
Morning Consult,1.9,Nevada,Donald Trump,REP,45,574,Voters,Online Panel,Older
Morning Consult,1.9,Nevada,Kamala Harris,DEM,50,516,Voters,Online Panel,Older
Morning Consult,1.9,Nevada,Donald Trump,REP,44,516,Voters,Online Panel,Older
Morning Consult,1.9,Nevada,Kamala Harris,DEM,52,516,Voters,Online Panel,Older
Morning Consult,1.9,Nevada,Donald Trump,REP,45,516,Voters,Online Panel,Older
Morning Consult,1.9,North Carolina,Kamala Harris,DEM,48,889,Voters,Online Panel,Older
Morning Consult,1.9,North Carolina,Donald Trump,REP,46,889,Voters,Online Panel,Older
Morning Consult,1.9,North Carolina,Kamala Harris,DEM,50,889,Voters,Online Panel,Older
Morning Consult,1.9,North Carolina,Donald Trump,REP,47,889,Voters,Online Panel,Older
Morning Consult,1.9,North Carolina,Kamala Harris,DEM,49,828,Voters,Online Panel,Older
Morning Consult,1.9,North Carolina,Donald Trump,REP,47,828,Voters,Online Panel,Older
Morning Consult,1.9,North Carolina,Kamala Harris,DEM,50,828,Voters,Online Panel,Older
Morning Consult,1.9,North Carolina,Donald Trump,REP,48,828,Voters,Online Panel,Older
Morning Consult,1.9,Pennsylvania,Kamala Harris,DEM,50,993,Voters,Online Panel,Older
Morning Consult,1.9,Pennsylvania,Donald Trump,REP,44,993,Voters,Online Panel,Older
Morning Consult,1.9,Pennsylvania,Kamala Harris,DEM,49,993,Voters,Online Panel,Older
Morning Consult,1.9,Pennsylvania,Donald Trump,REP,46,993,Voters,Online Panel,Older
Morning Consult,1.9,Pennsylvania,Kamala Harris,DEM,51,924,Voters,Online Panel,Older
Morning Consult,1.9,Pennsylvania,Donald Trump,REP,45,924,Voters,Online Panel,Older
Morning Consult,1.9,Pennsylvania,Kamala Harris,DEM,51,924,Voters,Online Panel,Older
Morning Consult,1.9,Pennsylvania,Donald Trump,REP,46,924,Voters,Online Panel,Older
Morning Consult,1.9,Wisconsin,Kamala Harris,DEM,49,849,Voters,Online Panel,Older
Morning Consult,1.9,Wisconsin,Donald Trump,REP,47,849,Voters,Online Panel,Older
Morning Consult,1.9,Wisconsin,Kamala Harris,DEM,50,849,Voters,Online Panel,Older
Morning Consult,1.9,Wisconsin,Donald Trump,REP,48,849,Voters,Online Panel,Older
Morning Consult,1.9,Wisconsin,Kamala Harris,DEM,50,785,Voters,Online Panel,Older
Morning Consult,1.9,Wisconsin,Donald Trump,REP,47,785,Voters,Online Panel,Older
Morning Consult,1.9,Wisconsin,Kamala Harris,DEM,51,785,Voters,Online Panel,Older
Morning Consult,1.9,Wisconsin,Donald Trump,REP,48,785,Voters,Online Panel,Older
Virginia Commonwealth U.,2.1,Virginia,Kamala Harris,DEM,43,832,Adults,Live Phone/Text-to-Web,Older
Virginia Commonwealth U.,2.1,Virginia,Donald Trump,REP,37,832,Adults,Live Phone/Text-to-Web,Older
Virginia Commonwealth U.,2.1,Virginia,Kamala Harris,DEM,47.4,762,Voters,Live Phone/Text-to-Web,Older
Virginia Commonwealth U.,2.1,Virginia,Donald Trump,REP,36.6,762,Voters,Live Phone/Text-to-Web,Older
Emerson,2.9,Texas,Kamala Harris,DEM,46.7,950,Voters,Online Panel/Text-to-Web,Older
Emerson,2.9,Texas,Donald Trump,REP,52.3,950,Voters,Online Panel/Text-to-Web,Older
Emerson,2.9,Virginia,Kamala Harris,DEM,52.7,860,Voters,Online Panel/Text-to-Web,Older
Emerson,2.9,Virginia,Donald Trump,REP,46.2,860,Voters,Online Panel/Text-to-Web,Older
YouGov,3,Georgia,Kamala Harris,DEM,49,1441,Voters,Online Panel,Older
YouGov,3,Georgia,Donald Trump,REP,51,1441,Voters,Online Panel,Older
Beacon/Shaw,2.8,Arizona,Kamala Harris,DEM,47,1021,Voters,Live Phone/Text-to-Web,Older
Beacon/Shaw,2.8,Arizona,Donald Trump,REP,49,1021,Voters,Live Phone/Text-to-Web,Older
Beacon/Shaw,2.8,Arizona,Kamala Harris,DEM,47,764,Voters,Live Phone/Text-to-Web,Older
Beacon/Shaw,2.8,Arizona,Donald Trump,REP,50,764,Voters,Live Phone/Text-to-Web,Older
Beacon/Shaw,2.8,Arizona,Kamala Harris,DEM,48,1021,Voters,Live Phone/Text-to-Web,Older
Beacon/Shaw,2.8,Arizona,Donald Trump,REP,50,1021,Voters,Live Phone/Text-to-Web,Older
Beacon/Shaw,2.8,Arizona,Kamala Harris,DEM,48,764,Voters,Live Phone/Text-to-Web,Older
Beacon/Shaw,2.8,Arizona,Donald Trump,REP,51,764,Voters,Live Phone/Text-to-Web,Older
Beacon/Shaw,2.8,Georgia,Kamala Harris,DEM,49,1006,Voters,Live Phone/Text-to-Web,Older
Beacon/Shaw,2.8,Georgia,Donald Trump,REP,47,1006,Voters,Live Phone/Text-to-Web,Older
Beacon/Shaw,2.8,Georgia,Kamala Harris,DEM,50,707,Voters,Live Phone/Text-to-Web,Older
Beacon/Shaw,2.8,Georgia,Donald Trump,REP,48,707,Voters,Live Phone/Text-to-Web,Older
Beacon/Shaw,2.8,Georgia,Kamala Harris,DEM,51,1006,Voters,Live Phone/Text-to-Web,Older
Beacon/Shaw,2.8,Georgia,Donald Trump,REP,48,1006,Voters,Live Phone/Text-to-Web,Older
Beacon/Shaw,2.8,Georgia,Kamala Harris,DEM,51,707,Voters,Live Phone/Text-to-Web,Older
Beacon/Shaw,2.8,Georgia,Donald Trump,REP,48,707,Voters,Live Phone/Text-to-Web,Older
Beacon/Shaw,2.8,North Carolina,Kamala Harris,DEM,47,787,Voters,Live Phone/Text-to-Web,Older
Beacon/Shaw,2.8,North Carolina,Donald Trump,REP,49,787,Voters,Live Phone/Text-to-Web,Older
Beacon/Shaw,2.8,North Carolina,Kamala Harris,DEM,48,991,Voters,Live Phone/Text-to-Web,Older
Beacon/Shaw,2.8,North Carolina,Donald Trump,REP,47,991,Voters,Live Phone/Text-to-Web,Older
Beacon/Shaw,2.8,North Carolina,Kamala Harris,DEM,49,787,Voters,Live Phone/Text-to-Web,Older
Beacon/Shaw,2.8,North Carolina,Donald Trump,REP,50,787,Voters,Live Phone/Text-to-Web,Older
Beacon/Shaw,2.8,North Carolina,Kamala Harris,DEM,50,991,Voters,Live Phone/Text-to-Web,Older
Beacon/Shaw,2.8,North Carolina,Donald Trump,REP,48,991,Voters,Live Phone/Text-to-Web,Older
Beacon/Shaw,2.8,Pennsylvania,Kamala Harris,DEM,47,775,Voters,Live Phone/Text-to-Web,Older
Beacon/Shaw,2.8,Pennsylvania,Donald Trump,REP,48,775,Voters,Live Phone/Text-to-Web,Older
Beacon/Shaw,2.8,Pennsylvania,Kamala Harris,DEM,48,1021,Voters,Live Phone/Text-to-Web,Older
Beacon/Shaw,2.8,Pennsylvania,Donald Trump,REP,46,1021,Voters,Live Phone/Text-to-Web,Older
Beacon/Shaw,2.8,Pennsylvania,Kamala Harris,DEM,49,775,Voters,Live Phone/Text-to-Web,Older
Beacon/Shaw,2.8,Pennsylvania,Donald Trump,REP,49,775,Voters,Live Phone/Text-to-Web,Older
Beacon/Shaw,2.8,Pennsylvania,Kamala Harris,DEM,50,1021,Voters,Live Phone/Text-to-Web,Older
Beacon/Shaw,2.8,Pennsylvania,Donald Trump,REP,48,1021,Voters,Live Phone/Text-to-Web,Older
Marist,2.9,Arizona,Kamala Harris,DEM,48,1416,Voters,Live Phone/Online Panel/Text-to-Web,Older
Marist,2.9,Arizona,Donald Trump,REP,50,1416,Voters,Live Phone/Online Panel/Text-to-Web,Older
Marist,2.9,Arizona,Kamala Harris,DEM,49,1264,Voters,Live Phone/Online Panel/Text-to-Web,Older
Marist,2.9,Arizona,Donald Trump,REP,50,1264,Voters,Live Phone/Online Panel/Text-to-Web,Older
Marist,2.9,North Carolina,Kamala Harris,DEM,49,1507,Voters,Live Phone/Online Panel/Text-to-Web,Older
Marist,2.9,North Carolina,Donald Trump,REP,48,1507,Voters,Live Phone/Online Panel/Text-to-Web,Older
Marist,2.9,North Carolina,Kamala Harris,DEM,49,1348,Voters,Live Phone/Online Panel/Text-to-Web,Older
Marist,2.9,North Carolina,Donald Trump,REP,49,1348,Voters,Live Phone/Online Panel/Text-to-Web,Older
Marist,2.9,Georgia,Kamala Harris,DEM,49,1420,Voters,Live Phone/Online Panel/Text-to-Web,Older
Marist,2.9,Georgia,Donald Trump,REP,48,1420,Voters,Live Phone/Online Panel/Text-to-Web,Older
Marist,2.9,Georgia,Kamala Harris,DEM,49,1220,Voters,Live Phone/Online Panel/Text-to-Web,Older
Marist,2.9,Georgia,Donald Trump,REP,50,1220,Voters,Live Phone/Online Panel/Text-to-Web,Older
Suffolk,2.9,Arizona,Kamala Harris,DEM,42.4,500,Voters,Live Phone,Older
Suffolk,2.9,Arizona,Donald Trump,REP,48.4,500,Voters,Live Phone,Older
Fabrizio/Impact,1.7,Pennsylvania,Kamala Harris,DEM,49,600,Voters,Live Phone/Text-to-Web,Older
Fabrizio/Impact,1.7,Pennsylvania,Donald Trump,REP,47,600,Voters,Live Phone/Text-to-Web,Older
Fabrizio/Impact,1.7,Pennsylvania,Kamala Harris,DEM,50,600,Voters,Live Phone/Text-to-Web,Older
Fabrizio/Impact,1.7,Pennsylvania,Donald Trump,REP,47,600,Voters,Live Phone/Text-to-Web,Older
SurveyUSA,2.8,Nebraska,Kamala Harris,DEM,40,558,Voters,IVR/Online Panel/Text-to-Web,Older
SurveyUSA,2.8,Nebraska,Donald Trump,REP,56,558,Voters,IVR/Online Panel/Text-to-Web,Older
Monmouth,2.9,Pennsylvania,Kamala Harris,DEM,47,654,Voters,NA,Older
Monmouth,2.9,Pennsylvania,Donald Trump,REP,45,654,Voters,NA,Older
University of Maryland/Washington Post,2.5,Maryland,Kamala Harris,DEM,63,1012,Voters,Live Phone/Text-to-Web,Older
University of Maryland/Washington Post,2.5,Maryland,Donald Trump,REP,31,1012,Voters,Live Phone/Text-to-Web,Older
University of Maryland/Washington Post,2.5,Maryland,Kamala Harris,DEM,64,1012,Voters,Live Phone/Text-to-Web,Older
University of Maryland/Washington Post,2.5,Maryland,Donald Trump,REP,32,1012,Voters,Live Phone/Text-to-Web,Older
University of Maryland/Washington Post,2.5,Maryland,Kamala Harris,DEM,61,1012,Voters,Live Phone/Text-to-Web,Older
University of Maryland/Washington Post,2.5,Maryland,Donald Trump,REP,31,1012,Voters,Live Phone/Text-to-Web,Older
University of Maryland/Washington Post,2.5,Maryland,Kamala Harris,DEM,62,1012,Voters,Live Phone/Text-to-Web,Older
University of Maryland/Washington Post,2.5,Maryland,Donald Trump,REP,32,1012,Voters,Live Phone/Text-to-Web,Older
RMG Research,2.3,Wisconsin,Kamala Harris,DEM,50,788,Voters,Online Panel,Older
RMG Research,2.3,Wisconsin,Donald Trump,REP,49,788,Voters,Online Panel,Older
Susquehanna,2.3,Pennsylvania,Kamala Harris,DEM,46,700,Voters,NA,Older
Susquehanna,2.3,Pennsylvania,Donald Trump,REP,46,700,Voters,NA,Older
Slingshot Strategies,1.4,Delaware,Kamala Harris,DEM,54,500,Voters,NA,Older
Slingshot Strategies,1.4,Delaware,Donald Trump,REP,37,500,Voters,NA,Older
Siena/NYT,3,Arizona,Kamala Harris,DEM,45,713,Voters,Live Phone,Older
Siena/NYT,3,Arizona,Donald Trump,REP,49,713,Voters,Live Phone,Older
Siena/NYT,3,Arizona,Kamala Harris,DEM,45,713,Voters,Live Phone,Older
Siena/NYT,3,Arizona,Donald Trump,REP,50,713,Voters,Live Phone,Older
Siena/NYT,3,Arizona,Kamala Harris,DEM,42,713,Voters,Live Phone,Older
Siena/NYT,3,Arizona,Donald Trump,REP,47,713,Voters,Live Phone,Older
Siena/NYT,3,Arizona,Kamala Harris,DEM,43,713,Voters,Live Phone,Older
Siena/NYT,3,Arizona,Donald Trump,REP,48,713,Voters,Live Phone,Older
Siena/NYT,3,Georgia,Kamala Harris,DEM,44,682,Voters,Live Phone,Older
Siena/NYT,3,Georgia,Donald Trump,REP,48,682,Voters,Live Phone,Older
Siena/NYT,3,Georgia,Kamala Harris,DEM,45,682,Voters,Live Phone,Older
Siena/NYT,3,Georgia,Donald Trump,REP,49,682,Voters,Live Phone,Older
Siena/NYT,3,Georgia,Kamala Harris,DEM,43,682,Voters,Live Phone,Older
Siena/NYT,3,Georgia,Donald Trump,REP,46,682,Voters,Live Phone,Older
Siena/NYT,3,Georgia,Kamala Harris,DEM,44,682,Voters,Live Phone,Older
Siena/NYT,3,Georgia,Donald Trump,REP,47,682,Voters,Live Phone,Older
Siena/NYT,3,North Carolina,Kamala Harris,DEM,47,682,Voters,Live Phone,Older
Siena/NYT,3,North Carolina,Donald Trump,REP,48,682,Voters,Live Phone,Older
Siena/NYT,3,North Carolina,Kamala Harris,DEM,47,682,Voters,Live Phone,Older
Siena/NYT,3,North Carolina,Donald Trump,REP,49,682,Voters,Live Phone,Older
Siena/NYT,3,North Carolina,Kamala Harris,DEM,46,682,Voters,Live Phone,Older
Siena/NYT,3,North Carolina,Donald Trump,REP,46,682,Voters,Live Phone,Older
Siena/NYT,3,North Carolina,Kamala Harris,DEM,45,682,Voters,Live Phone,Older
Siena/NYT,3,North Carolina,Donald Trump,REP,47,682,Voters,Live Phone,Older
RMG Research,2.3,Ohio,Kamala Harris,DEM,43,781,Voters,Online Panel,Older
RMG Research,2.3,Ohio,Donald Trump,REP,54,781,Voters,Online Panel,Older
RMG Research,2.3,Pennsylvania,Kamala Harris,DEM,49,783,Voters,NA,Older
RMG Research,2.3,Pennsylvania,Donald Trump,REP,49,783,Voters,NA,Older
Meredith College,1.6,North Carolina,Kamala Harris,DEM,48,802,Voters,Online Panel,Older
Meredith College,1.6,North Carolina,Donald Trump,REP,48,802,Voters,Online Panel,Older
Embold Research,1.4,Rhode Island,Kamala Harris,DEM,52,876,Voters,Text-to-Web/Online Ad,Older
Embold Research,1.4,Rhode Island,Donald Trump,REP,38,876,Voters,Text-to-Web/Online Ad,Older
Remington,2.6,Michigan,Kamala Harris,DEM,49,800,Voters,NA,Older
Remington,2.6,Michigan,Donald Trump,REP,47,800,Voters,NA,Older
Remington,2.6,Nevada,Kamala Harris,DEM,48,800,Voters,NA,Older
Remington,2.6,Nevada,Donald Trump,REP,49,800,Voters,NA,Older
Remington,2.6,Pennsylvania,Kamala Harris,DEM,47,800,Voters,NA,Older
Remington,2.6,Pennsylvania,Donald Trump,REP,48,800,Voters,NA,Older
Remington,2.6,Wisconsin,Kamala Harris,DEM,48,800,Voters,NA,Older
Remington,2.6,Wisconsin,Donald Trump,REP,48,800,Voters,NA,Older
Remington,2.6,Montana,Kamala Harris,DEM,39,800,Voters,NA,Older
Remington,2.6,Montana,Donald Trump,REP,56,800,Voters,NA,Older
Redfield & Wilton Strategies,1.8,Arizona,Kamala Harris,DEM,47,789,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Arizona,Donald Trump,REP,47,789,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Florida,Kamala Harris,DEM,45,1602,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Florida,Donald Trump,REP,50,1602,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Michigan,Kamala Harris,DEM,46,993,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Michigan,Donald Trump,REP,45,993,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Minnesota,Kamala Harris,DEM,50,703,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Minnesota,Donald Trump,REP,44,703,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Nevada,Kamala Harris,DEM,45,652,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Nevada,Donald Trump,REP,45,652,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Pennsylvania,Kamala Harris,DEM,47,1086,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Pennsylvania,Donald Trump,REP,47,1086,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Wisconsin,Kamala Harris,DEM,47,600,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Wisconsin,Donald Trump,REP,47,600,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Georgia,Kamala Harris,DEM,46,1043,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,Georgia,Donald Trump,REP,48,1043,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,North Carolina,Kamala Harris,DEM,47,868,Voters,Online Panel,Older
Redfield & Wilton Strategies,1.8,North Carolina,Donald Trump,REP,48,868,Voters,Online Panel,Older
Muhlenberg,2.8,Pennsylvania,Kamala Harris,DEM,48,450,Voters,Live Phone,Older
Muhlenberg,2.8,Pennsylvania,Donald Trump,REP,48,450,Voters,Live Phone,Older
Tarrance,1.6,Nevada,Kamala Harris,DEM,47,600,Voters,Live Phone,Older
Tarrance,1.6,Nevada,Donald Trump,REP,44,600,Voters,Live Phone,Older
RMG Research,2.3,Montana,Kamala Harris,DEM,38,491,Voters,Online Panel,Older
RMG Research,2.3,Montana,Donald Trump,REP,59,491,Voters,Online Panel,Older
University of Massachusetts Lowell/YouGov,2.9,Michigan,Kamala Harris,DEM,48,650,Voters,Online Panel,Older
University of Massachusetts Lowell/YouGov,2.9,Michigan,Donald Trump,REP,43,650,Voters,Online Panel,Older
University of Massachusetts Lowell/YouGov,2.9,Pennsylvania,Kamala Harris,DEM,48,800,Voters,Online Panel,Older
University of Massachusetts Lowell/YouGov,2.9,Pennsylvania,Donald Trump,REP,46,800,Voters,Online Panel,Older
Victory Insights,1.3,North Carolina,Kamala Harris,DEM,44.9,600,Voters,IVR/Text-to-Web,Older
Victory Insights,1.3,North Carolina,Donald Trump,REP,48.5,600,Voters,IVR/Text-to-Web,Older
TIPP,1.8,Georgia,Kamala Harris,DEM,47.5,1046,Voters,Online Panel,Older
TIPP,1.8,Georgia,Donald Trump,REP,45.4,1046,Voters,Online Panel,Older
TIPP,1.8,Georgia,Kamala Harris,DEM,47.6,835,Voters,Online Panel,Older
TIPP,1.8,Georgia,Donald Trump,REP,47.9,835,Voters,Online Panel,Older
TIPP,1.8,Georgia,Kamala Harris,DEM,46.4,1046,Voters,Online Panel,Older
TIPP,1.8,Georgia,Donald Trump,REP,44.4,1046,Voters,Online Panel,Older
TIPP,1.8,Georgia,Kamala Harris,DEM,47.8,835,Voters,Online Panel,Older
TIPP,1.8,Georgia,Donald Trump,REP,48,835,Voters,Online Panel,Older
Mason-Dixon,2.6,Minnesota,Kamala Harris,DEM,48,800,Voters,Live Phone,Older
Mason-Dixon,2.6,Minnesota,Donald Trump,REP,43,800,Voters,Live Phone,Older
Suffolk,2.9,Michigan,Kamala Harris,DEM,47.6,500,Voters,Live Phone,Older
Suffolk,2.9,Michigan,Donald Trump,REP,45.4,500,Voters,Live Phone,Older
Emerson,2.9,Arizona,Kamala Harris,DEM,48.7,868,Voters,IVR/Online Panel/Text-to-Web,Older
Emerson,2.9,Arizona,Donald Trump,REP,49.8,868,Voters,IVR/Online Panel/Text-to-Web,Older
Emerson,2.9,Georgia,Kamala Harris,DEM,48.2,975,Voters,IVR/Online Panel/Text-to-Web,Older
Emerson,2.9,Georgia,Donald Trump,REP,50.3,975,Voters,IVR/Online Panel/Text-to-Web,Older
Emerson,2.9,Michigan,Kamala Harris,DEM,50,875,Voters,IVR/Online Panel/Text-to-Web,Older
Emerson,2.9,Michigan,Donald Trump,REP,49.1,875,Voters,IVR/Online Panel/Text-to-Web,Older
Emerson,2.9,Nevada,Kamala Harris,DEM,48.8,895,Voters,IVR/Online Panel/Text-to-Web,Older
Emerson,2.9,Nevada,Donald Trump,REP,49,895,Voters,IVR/Online Panel/Text-to-Web,Older
Emerson,2.9,Pennsylvania,Kamala Harris,DEM,49.6,880,Voters,IVR/Online Panel/Text-to-Web,Older
Emerson,2.9,Pennsylvania,Donald Trump,REP,49.3,880,Voters,IVR/Online Panel/Text-to-Web,Older
Emerson,2.9,North Carolina,Kamala Harris,DEM,49.7,1000,Voters,IVR/Online Panel/Text-to-Web,Older
Emerson,2.9,North Carolina,Donald Trump,REP,49.3,1000,Voters,IVR/Online Panel/Text-to-Web,Older
Emerson,2.9,Wisconsin,Kamala Harris,DEM,48.7,1000,Voters,IVR/Online Panel/Text-to-Web,Older
Emerson,2.9,Wisconsin,Donald Trump,REP,50.3,1000,Voters,IVR/Online Panel/Text-to-Web,Older
MassINC Polling Group,2.8,Pennsylvania,Kamala Harris,DEM,50,800,Voters,Live Phone/Text-to-Web,Older
MassINC Polling Group,2.8,Pennsylvania,Donald Trump,REP,46,800,Voters,Live Phone/Text-to-Web,Older
MassINC Polling Group,2.8,Pennsylvania,Kamala Harris,DEM,52,800,Voters,Live Phone/Text-to-Web,Older
MassINC Polling Group,2.8,Pennsylvania,Donald Trump,REP,47,800,Voters,Live Phone/Text-to-Web,Older
MassINC Polling Group,2.8,Massachusetts,Kamala Harris,DEM,60,800,Voters,Live Phone/Text-to-Web,Older
MassINC Polling Group,2.8,Massachusetts,Donald Trump,REP,32,800,Voters,Live Phone/Text-to-Web,Older
MassINC Polling Group,2.8,Massachusetts,Kamala Harris,DEM,63,800,Voters,Live Phone/Text-to-Web,Older
MassINC Polling Group,2.8,Massachusetts,Donald Trump,REP,35,800,Voters,Live Phone/Text-to-Web,Older
SurveyUSA,2.8,New Mexico,Kamala Harris,DEM,50,619,Voters,Online Panel,Older
SurveyUSA,2.8,New Mexico,Donald Trump,REP,42,619,Voters,Online Panel,Older
MassINC Polling Group,2.8,Wisconsin,Kamala Harris,DEM,51,800,Voters,Live Phone/Text-to-Web,Older
MassINC Polling Group,2.8,Wisconsin,Donald Trump,REP,45,800,Voters,Live Phone/Text-to-Web,Older
