pollster,numeric_grade,state,candidate_name,pct,sample_size,population,methodology,start_date,end_date,national_poll,recency
Emerson,2.9,Texas,Donald Trump,50.9,845,lv,Online Panel/Text-to-Web,2024-09-03,2024-09-05,0,61
Emerson,2.9,Ohio,Donald Trump,54.3,945,lv,Online Panel/Text-to-Web,2024-09-03,2024-09-05,0,61
Marist,2.9,NA,Donald Trump,48,1413,rv,Live Phone/Online Panel/Text,2024-09-03,2024-09-05,1,61
Cygnal,2.1,NA,Donald Trump,44.2,1510,lv,NA,2024-09-03,2024-09-05,1,61
Cygnal,2.1,NA,Donald Trump,46.9,1510,lv,NA,2024-09-03,2024-09-05,1,61
Marquette Law School,3,Wisconsin,Donald Trump,48,822,rv,Live Phone/Email,2024-08-28,2024-09-05,0,61
Marquette Law School,3,Wisconsin,Donald Trump,48,738,lv,Live Phone/Email,2024-08-28,2024-09-05,0,61
Marquette Law School,3,Wisconsin,Donald Trump,43,822,rv,Live Phone/Email,2024-08-28,2024-09-05,0,61
Marquette Law School,3,Wisconsin,Donald Trump,43,738,lv,Live Phone/Email,2024-08-28,2024-09-05,0,61
Emerson,2.9,NA,Donald Trump,47.6,1000,lv,IVR/Online Panel/Text-to-Web,2024-09-03,2024-09-04,1,62
SurveyMonkey,2,NA,Donald Trump,41,18123,rv,Online Panel,2024-08-26,2024-09-04,1,62
SurveyMonkey,2,NA,Donald Trump,37,20762,a,Online Panel,2024-08-26,2024-09-04,1,62
Kaiser Family Foundation,2.5,NA,Donald Trump,47,1084,rv,Live Phone/Probability Panel,2024-08-26,2024-09-04,1,62
YouGov,3,NA,Donald Trump,45,1389,rv,Online Panel,2024-09-01,2024-09-03,1,63
Pew,2.5,NA,Donald Trump,49,8044,rv,Probability Panel,2024-08-26,2024-09-02,1,64
Cygnal,2.1,Alaska,Donald Trump,53,400,lv,Live Phone/Text-to-Web,2024-08-30,2024-09-01,0,65
Cygnal,2.1,Michigan,Donald Trump,46,600,lv,NA,2024-08-28,2024-09-01,0,65
InsiderAdvantage,2,Nevada,Donald Trump,47.9,800,lv,NA,2024-08-29,2024-08-31,0,66
InsiderAdvantage,2,Arizona,Donald Trump,48.6,800,lv,NA,2024-08-29,2024-08-31,0,66
InsiderAdvantage,2,North Carolina,Donald Trump,49.2,800,lv,NA,2024-08-29,2024-08-31,0,66
InsiderAdvantage,2,Georgia,Donald Trump,47.6,800,lv,NA,2024-08-29,2024-08-31,0,66
YouGov,3,Texas,Donald Trump,49,1200,rv,Online Panel,2024-08-23,2024-08-31,0,66
YouGov,3,Texas,Donald Trump,49,1200,rv,Online Panel,2024-08-23,2024-08-31,0,66
SurveyUSA,2.8,Minnesota,Donald Trump,43,635,lv,Online Panel,2024-08-27,2024-08-29,0,68
CNN/SSRS,2.8,Arizona,Donald Trump,49,682,lv,Probability Panel,2024-08-23,2024-08-29,0,68
CNN/SSRS,2.8,Georgia,Donald Trump,47,617,lv,Probability Panel,2024-08-23,2024-08-29,0,68
CNN/SSRS,2.8,Michigan,Donald Trump,43,708,lv,Probability Panel,2024-08-23,2024-08-29,0,68
CNN/SSRS,2.8,Nevada,Donald Trump,47,626,lv,Probability Panel,2024-08-23,2024-08-29,0,68
CNN/SSRS,2.8,Pennsylvania,Donald Trump,47,789,lv,Probability Panel,2024-08-23,2024-08-29,0,68
CNN/SSRS,2.8,Wisconsin,Donald Trump,44,976,lv,Probability Panel,2024-08-23,2024-08-29,0,68
RMG Research,2.3,NA,Donald Trump,48,2441,lv,Online Panel,2024-08-26,2024-08-28,1,69
East Carolina University,2.6,North Carolina,Donald Trump,47.6,920,lv,IVR/Text-to-Web,2024-08-26,2024-08-28,0,69
Emerson,2.9,Arizona,Donald Trump,51.2,720,lv,IVR/Online Panel/Text-to-Web,2024-08-25,2024-08-28,0,69
Emerson,2.9,Michigan,Donald Trump,47.6,800,lv,IVR/Online Panel/Text-to-Web,2024-08-25,2024-08-28,0,69
Emerson,2.9,Nevada,Donald Trump,48.8,1168,lv,IVR/Online Panel/Text-to-Web,2024-08-25,2024-08-28,0,69
Emerson,2.9,Pennsylvania,Donald Trump,49.4,950,lv,IVR/Online Panel/Text-to-Web,2024-08-25,2024-08-28,0,69
Emerson,2.9,Wisconsin,Donald Trump,49.8,850,lv,IVR/Online Panel/Text-to-Web,2024-08-25,2024-08-28,0,69
Emerson,2.9,North Carolina,Donald Trump,49.9,775,lv,IVR/Online Panel/Text-to-Web,2024-08-25,2024-08-28,0,69
Emerson,2.9,Georgia,Donald Trump,49,800,lv,IVR/Online Panel/Text-to-Web,2024-08-25,2024-08-28,0,69
Suffolk,2.9,NA,Donald Trump,43.3,1000,lv,Live Phone,2024-08-25,2024-08-28,1,69
Ipsos,2.8,NA,Donald Trump,40,3562,rv,Probability Panel,2024-08-21,2024-08-28,1,69
Ipsos,2.8,NA,Donald Trump,38,4253,a,Probability Panel,2024-08-21,2024-08-28,1,69
Ipsos,2.8,NA,Donald Trump,41,3562,rv,Probability Panel,2024-08-21,2024-08-28,1,69
Ipsos,2.8,NA,Donald Trump,36,4253,a,Probability Panel,2024-08-21,2024-08-28,1,69
YouGov,3,NA,Donald Trump,45,1368,rv,Online Panel,2024-08-25,2024-08-27,1,70
Quinnipiac,2.8,NA,Donald Trump,47,1611,lv,Live Phone,2024-08-23,2024-08-27,1,70
Quinnipiac,2.8,NA,Donald Trump,48,1611,lv,Live Phone,2024-08-23,2024-08-27,1,70
Ipsos,2.8,NA,Donald Trump,46,2496,a,Probability Panel,2024-08-23,2024-08-27,1,70
Ipsos,2.8,NA,Donald Trump,45,2496,a,Probability Panel,2024-08-23,2024-08-27,1,70
SurveyUSA,2.8,Nebraska,Donald Trump,54,1293,rv,IVR/Online Panel/Text-to-Web,2024-08-23,2024-08-27,0,70
SurveyUSA,2.8,Nebraska CD-2,Donald Trump,42,507,rv,IVR/Online Panel/Text-to-Web,2024-08-23,2024-08-27,0,70
Beacon/Shaw,2.8,Arizona,Donald Trump,47,1014,rv,Live Phone/Text-to-Web,2024-08-23,2024-08-26,0,71
Beacon/Shaw,2.8,Arizona,Donald Trump,49,1014,rv,Live Phone/Text-to-Web,2024-08-23,2024-08-26,0,71
Beacon/Shaw,2.8,Georgia,Donald Trump,46,1014,rv,Live Phone/Text-to-Web,2024-08-23,2024-08-26,0,71
Beacon/Shaw,2.8,Georgia,Donald Trump,48,1014,rv,Live Phone/Text-to-Web,2024-08-23,2024-08-26,0,71
Beacon/Shaw,2.8,Nevada,Donald Trump,46,1026,rv,Live Phone/Text-to-Web,2024-08-23,2024-08-26,0,71
Beacon/Shaw,2.8,Nevada,Donald Trump,48,1026,rv,Live Phone/Text-to-Web,2024-08-23,2024-08-26,0,71
Beacon/Shaw,2.8,North Carolina,Donald Trump,48,999,rv,Live Phone/Text-to-Web,2024-08-23,2024-08-26,0,71
Beacon/Shaw,2.8,North Carolina,Donald Trump,50,999,rv,Live Phone/Text-to-Web,2024-08-23,2024-08-26,0,71
YouGov,3,NA,Donald Trump,45,1194,rv,Online Panel,2024-08-22,2024-08-26,1,71
YouGov,3,NA,Donald Trump,46,1197,rv,Online Panel,2024-08-22,2024-08-26,1,71
YouGov,3,NA,Donald Trump,36,1788,a,Online Panel,2024-08-22,2024-08-26,1,71
YouGov,3,NA,Donald Trump,42,1200,rv,Online Panel,2024-08-22,2024-08-26,1,71
Echelon Insights,2.7,NA,Donald Trump,49,1031,lv,Online Panel,2024-08-23,2024-08-25,1,72
Echelon Insights,2.7,NA,Donald Trump,45,1031,lv,Online Panel,2024-08-23,2024-08-25,1,72
Echelon Insights,2.7,NA,Donald Trump,48,1031,lv,Online Panel,2024-08-23,2024-08-25,1,72
Echelon Insights,2.7,NA,Donald Trump,50,1031,lv,Online Panel,2024-08-23,2024-08-25,1,72
Leger,2,NA,Donald Trump,46,908,a,Online Panel,2024-08-23,2024-08-25,1,72
Leger,2,NA,Donald Trump,46,863,lv,Online Panel,2024-08-23,2024-08-25,1,72
Kaplan Strategies,2,NA,Donald Trump,46,1257,rv,NA,2024-08-24,2024-08-24,1,73
Kaplan Strategies,2,NA,Donald Trump,45,1190,lv,NA,2024-08-24,2024-08-24,1,73
Angus Reid,2,NA,Donald Trump,40,1758,rv,Online Panel,2024-08-19,2024-08-23,1,74
Angus Reid,2,NA,Donald Trump,42,1758,rv,Online Panel,2024-08-19,2024-08-23,1,74
YouGov,3,Pennsylvania,Donald Trump,42.5,500,a,Online Panel,2024-08-15,2024-08-23,0,74
YouGov,3,Pennsylvania,Donald Trump,41,500,a,Online Panel,2024-08-15,2024-08-23,0,74
YouGov,3,Wisconsin,Donald Trump,42,500,a,Online Panel,2024-08-15,2024-08-23,0,74
YouGov,3,Wisconsin,Donald Trump,40,500,a,Online Panel,2024-08-15,2024-08-23,0,74
YouGov,3,Michigan,Donald Trump,43.5,500,a,Online Panel,2024-08-15,2024-08-23,0,74
YouGov,3,Michigan,Donald Trump,41.5,500,a,Online Panel,2024-08-15,2024-08-23,0,74
Emerson,2.9,New Mexico,Donald Trump,46.4,965,rv,IVR/Online Panel/Text-to-Web,2024-08-20,2024-08-22,0,75
Emerson,2.9,New Mexico,Donald Trump,40.2,965,rv,IVR/Online Panel/Text-to-Web,2024-08-20,2024-08-22,0,75
RMG Research,2.3,NA,Donald Trump,49,2404,lv,Online Panel,2024-08-19,2024-08-22,1,75
RMG Research,2.3,NA,Donald Trump,46,2404,lv,Online Panel,2024-08-19,2024-08-22,1,75
YouGov,3,NA,Donald Trump,40,1835,a,Online Panel,2024-08-15,2024-08-22,1,75
SurveyUSA/High Point University,2.8,North Carolina,Donald Trump,45,1053,rv,Online Panel,2024-08-19,2024-08-21,0,76
SurveyUSA/High Point University,2.8,North Carolina,Donald Trump,47,941,lv,Online Panel,2024-08-19,2024-08-21,0,76
YouGov,3,NA,Donald Trump,43,1371,rv,Online Panel,2024-08-17,2024-08-20,1,77
Fairleigh Dickinson,2.6,NA,Donald Trump,43,801,rv,Live Phone/Text-to-Web,2024-08-17,2024-08-20,1,77
InsiderAdvantage,2,Pennsylvania,Donald Trump,46.6,800,lv,NA,2024-08-18,2024-08-19,0,78
U. New Hampshire,2.6,New Hampshire,Donald Trump,43,2048,lv,Probability Panel,2024-08-15,2024-08-19,0,78
U. New Hampshire,2.6,New Hampshire,Donald Trump,47,2048,lv,Probability Panel,2024-08-15,2024-08-19,0,78
U. New Hampshire,2.6,Vermont,Donald Trump,27,924,lv,Probability Panel,2024-08-15,2024-08-19,0,78
U. New Hampshire,2.6,Vermont,Donald Trump,29,924,lv,Probability Panel,2024-08-15,2024-08-19,0,78
U. New Hampshire,2.6,Maine,Donald Trump,38,951,lv,Probability Panel,2024-08-15,2024-08-19,0,78
U. New Hampshire,2.6,Maine,Donald Trump,41,951,lv,Probability Panel,2024-08-15,2024-08-19,0,78
U. New Hampshire,2.6,Maine CD-1,Donald Trump,33,490,lv,Probability Panel,2024-08-15,2024-08-19,0,78
U. New Hampshire,2.6,Maine CD-1,Donald Trump,36,476,lv,Probability Panel,2024-08-15,2024-08-19,0,78
U. New Hampshire,2.6,Maine CD-2,Donald Trump,44,443,lv,Probability Panel,2024-08-15,2024-08-19,0,78
U. New Hampshire,2.6,Maine CD-2,Donald Trump,47,432,lv,Probability Panel,2024-08-15,2024-08-19,0,78
Remington,2.6,Nebraska CD-2,Donald Trump,42,656,lv,IVR,2024-08-14,2024-08-17,0,80
YouGov,3,NA,Donald Trump,48,3253,lv,Online Panel,2024-08-14,2024-08-16,1,81
YouGov,3,NA,Donald Trump,47,3253,lv,Online Panel,2024-08-14,2024-08-16,1,81
Roanoke College,2.6,Virginia,Donald Trump,44,691,lv,Live Phone/Online Panel,2024-08-12,2024-08-16,0,81
Roanoke College,2.6,Virginia,Donald Trump,42,691,lv,Live Phone/Online Panel,2024-08-12,2024-08-16,0,81
Noble Predictive Insights,2.4,Arizona,Donald Trump,47,1003,rv,Online Panel,2024-08-12,2024-08-16,0,81
Noble Predictive Insights,2.4,Arizona,Donald Trump,44,1003,rv,Online Panel,2024-08-12,2024-08-16,0,81
YouGov,3,Missouri,Donald Trump,54,900,lv,Online Panel,2024-08-08,2024-08-16,0,81
University of Houston/Texas Southern University,2.2,Texas,Donald Trump,49.5,1365,lv,Online Panel,2024-08-05,2024-08-16,0,81
Cygnal,2.1,Pennsylvania,Donald Trump,47.1,800,lv,NA,2024-08-14,2024-08-15,0,82
Cygnal,2.1,Pennsylvania,Donald Trump,44.3,800,lv,NA,2024-08-14,2024-08-15,0,82
Siena/NYT,3,Nevada,Donald Trump,48,677,rv,Live Phone,2024-08-12,2024-08-15,0,82
Siena/NYT,3,Nevada,Donald Trump,48,677,lv,Live Phone,2024-08-12,2024-08-15,0,82
Siena/NYT,3,Nevada,Donald Trump,45,677,rv,Live Phone,2024-08-12,2024-08-15,0,82
Siena/NYT,3,Nevada,Donald Trump,46,677,lv,Live Phone,2024-08-12,2024-08-15,0,82
Siena/NYT,3,Arizona,Donald Trump,45,677,rv,Live Phone,2024-08-08,2024-08-15,0,82
Siena/NYT,3,Arizona,Donald Trump,45,677,lv,Live Phone,2024-08-08,2024-08-15,0,82
Siena/NYT,3,Arizona,Donald Trump,42,677,rv,Live Phone,2024-08-08,2024-08-15,0,82
Siena/NYT,3,Arizona,Donald Trump,43,677,lv,Live Phone,2024-08-08,2024-08-15,0,82
Data for Progress,2.6,NA,Donald Trump,46,6067,lv,NA,2024-08-01,2024-08-15,1,82
Data for Progress,2.6,NA,Donald Trump,43,6067,lv,NA,2024-08-01,2024-08-15,1,82
St. Anselm,2.4,New Hampshire,Donald Trump,44,1656,rv,Online Panel,2024-08-13,2024-08-14,0,83
Emerson,2.9,Pennsylvania,Donald Trump,50.7,1000,lv,IVR/Online Panel/Text-to-Web,2024-08-13,2024-08-14,0,83
Emerson,2.9,Pennsylvania,Donald Trump,47.4,1000,lv,IVR/Online Panel/Text-to-Web,2024-08-13,2024-08-14,0,83
Emerson,2.9,NA,Donald Trump,47.7,1000,lv,IVR/Online Panel/Text-to-Web,2024-08-12,2024-08-14,1,83
Emerson,2.9,NA,Donald Trump,43.5,1000,lv,IVR/Online Panel/Text-to-Web,2024-08-12,2024-08-14,1,83
RMG Research,2.3,NA,Donald Trump,49,2708,lv,Online Panel,2024-08-12,2024-08-14,1,83
RMG Research,2.3,NA,Donald Trump,46,2708,lv,Online Panel,2024-08-12,2024-08-14,1,83
Siena/NYT,3,North Carolina,Donald Trump,46,655,rv,Live Phone,2024-08-09,2024-08-14,0,83
Siena/NYT,3,North Carolina,Donald Trump,47,655,lv,Live Phone,2024-08-09,2024-08-14,0,83
Siena/NYT,3,North Carolina,Donald Trump,42,655,rv,Live Phone,2024-08-09,2024-08-14,0,83
Siena/NYT,3,North Carolina,Donald Trump,44,655,lv,Live Phone,2024-08-09,2024-08-14,0,83
Siena/NYT,3,Georgia,Donald Trump,51,661,rv,Live Phone,2024-08-09,2024-08-14,0,83
Siena/NYT,3,Georgia,Donald Trump,50,661,lv,Live Phone,2024-08-09,2024-08-14,0,83
Siena/NYT,3,Georgia,Donald Trump,47,661,rv,Live Phone,2024-08-09,2024-08-14,0,83
Siena/NYT,3,Georgia,Donald Trump,47,661,lv,Live Phone,2024-08-09,2024-08-14,0,83
RMG Research,2.3,Montana,Donald Trump,57,540,rv,Online Panel,2024-08-06,2024-08-14,0,83
YouGov,3,NA,Donald Trump,44,1407,rv,Online Panel,2024-08-11,2024-08-13,1,84
Ipsos,2.8,NA,Donald Trump,45,2336,a,Probability Panel,2024-08-09,2024-08-13,1,84
Ipsos,2.8,NA,Donald Trump,45,1975,rv,Probability Panel,2024-08-09,2024-08-13,1,84
Ipsos,2.8,NA,Donald Trump,45,1505,lv,Probability Panel,2024-08-09,2024-08-13,1,84
Ipsos,2.8,NA,Donald Trump,44,2336,a,Probability Panel,2024-08-09,2024-08-13,1,84
Ipsos,2.8,NA,Donald Trump,44,1975,rv,Probability Panel,2024-08-09,2024-08-13,1,84
Beacon/Shaw,2.8,NA,Donald Trump,45,1105,rv,Live Phone,2024-08-09,2024-08-12,1,85
Beacon/Shaw,2.8,NA,Donald Trump,50,1105,rv,Live Phone,2024-08-09,2024-08-12,1,85
Quinnipiac,2.8,Pennsylvania,Donald Trump,45,1738,lv,Live Phone,2024-08-08,2024-08-12,0,85
Quinnipiac,2.8,Pennsylvania,Donald Trump,47,1738,lv,Live Phone,2024-08-08,2024-08-12,0,85
Suffolk,2.9,Florida,Donald Trump,46.8,500,lv,Live Phone,2024-08-07,2024-08-11,0,86
Pew,2.5,NA,Donald Trump,45,7569,rv,Probability Panel,2024-08-05,2024-08-11,1,86
UC Berkeley,2.5,California,Donald Trump,34,3765,lv,NA,2024-07-31,2024-08-11,0,86
Franklin and Marshall College,2.4,Pennsylvania,Donald Trump,43,920,rv,Mail-to-Web/Mail-to-Phone,2024-07-21,2024-08-11,0,86
Siena/NYT,3,Pennsylvania,Donald Trump,46,693,rv,Live Phone,2024-08-06,2024-08-09,0,88
Siena/NYT,3,Pennsylvania,Donald Trump,46,693,lv,Live Phone,2024-08-06,2024-08-09,0,88
Siena/NYT,3,Pennsylvania,Donald Trump,43,693,rv,Live Phone,2024-08-06,2024-08-09,0,88
Siena/NYT,3,Pennsylvania,Donald Trump,44,693,lv,Live Phone,2024-08-06,2024-08-09,0,88
YouGov Blue,3,North Carolina,Donald Trump,46,802,rv,Online Panel,2024-08-05,2024-08-09,0,88
InsiderAdvantage,2,Michigan,Donald Trump,47,800,lv,NA,2024-08-06,2024-08-08,0,89
Cygnal,2.1,NA,Donald Trump,47,1500,lv,NA,2024-08-06,2024-08-08,1,89
Cygnal,2.1,NA,Donald Trump,44.4,1500,lv,NA,2024-08-06,2024-08-08,1,89
Siena/NYT,3,Michigan,Donald Trump,48,619,rv,Live Phone,2024-08-05,2024-08-08,0,89
Siena/NYT,3,Michigan,Donald Trump,46,619,lv,Live Phone,2024-08-05,2024-08-08,0,89
Siena/NYT,3,Michigan,Donald Trump,43,619,rv,Live Phone,2024-08-05,2024-08-08,0,89
Siena/NYT,3,Michigan,Donald Trump,43,619,lv,Live Phone,2024-08-05,2024-08-08,0,89
Siena/NYT,3,Wisconsin,Donald Trump,46,661,rv,Live Phone,2024-08-05,2024-08-08,0,89
Siena/NYT,3,Wisconsin,Donald Trump,46,661,lv,Live Phone,2024-08-05,2024-08-08,0,89
Siena/NYT,3,Wisconsin,Donald Trump,42,661,rv,Live Phone,2024-08-05,2024-08-08,0,89
Siena/NYT,3,Wisconsin,Donald Trump,43,661,lv,Live Phone,2024-08-05,2024-08-08,0,89
InsiderAdvantage,2,Wisconsin,Donald Trump,48.6,800,lv,NA,2024-08-06,2024-08-07,0,90
RMG Research,2.3,NA,Donald Trump,46,2000,rv,Online Panel,2024-08-05,2024-08-07,1,90
Ipsos,2.8,NA,Donald Trump,37,1342,rv,Probability Panel,2024-08-02,2024-08-07,1,90
Ipsos,2.8,NA,Donald Trump,47,1342,rv,Probability Panel,2024-08-02,2024-08-07,1,90
Emerson,2.9,Montana,Donald Trump,57.5,1000,lv,Online Panel/Text-to-Web,2024-08-05,2024-08-06,0,91
Emerson,2.9,Montana,Donald Trump,53.5,1000,lv,Online Panel/Text-to-Web,2024-08-05,2024-08-06,0,91
YouGov,3,NA,Donald Trump,43,1413,rv,Online Panel,2024-08-04,2024-08-06,1,91
Cygnal,2.1,North Carolina,Donald Trump,47.2,600,lv,NA,2024-08-04,2024-08-05,0,92
SurveyUSA,2.8,NA,Donald Trump,45,1510,lv,Online Panel,2024-08-02,2024-08-05,1,92
RMG Research,2.3,Wisconsin,Donald Trump,45,800,rv,NA,2024-07-31,2024-08-05,0,92
Marist,2.9,NA,Donald Trump,48,1513,rv,Live Phone/Online Panel/Text-to-Web,2024-08-01,2024-08-04,1,93
Marist,2.9,NA,Donald Trump,45,1513,rv,Live Phone/Online Panel/Text-to-Web,2024-08-01,2024-08-04,1,93
Hart/POS,2.6,NA,Donald Trump,48,1001,rv,Live Phone,2024-07-31,2024-08-04,1,93
YouGov,3,NA,Donald Trump,49,3092,lv,Online Panel,2024-07-30,2024-08-02,1,95
YouGov,3,NA,Donald Trump,47,3092,lv,Online Panel,2024-07-30,2024-08-02,1,95
UMass Amherst/YouGov,2.4,NA,Donald Trump,43,1000,rv,Online Panel,2024-07-29,2024-08-01,1,96
Siena,2.7,New York,Donald Trump,39,1199,lv,Live Phone,2024-07-28,2024-08-01,0,96
Siena,2.7,New York,Donald Trump,37,1199,lv,Live Phone,2024-07-28,2024-08-01,0,96
Marquette Law School,3,Wisconsin,Donald Trump,50,877,rv,Live Phone/Email,2024-07-24,2024-08-01,0,96
Marquette Law School,3,Wisconsin,Donald Trump,49,801,lv,Live Phone/Email,2024-07-24,2024-08-01,0,96
Marquette Law School,3,Wisconsin,Donald Trump,43,877,rv,Live Phone/Email,2024-07-24,2024-08-01,0,96
Marquette Law School,3,Wisconsin,Donald Trump,45,801,lv,Live Phone/Email,2024-07-24,2024-08-01,0,96
Marquette Law School,3,NA,Donald Trump,48,879,rv,Probability Panel,2024-07-24,2024-08-01,1,96
Marquette Law School,3,NA,Donald Trump,47,683,lv,Probability Panel,2024-07-24,2024-08-01,1,96
Marquette Law School,3,NA,Donald Trump,41,879,rv,Probability Panel,2024-07-24,2024-08-01,1,96
Marquette Law School,3,NA,Donald Trump,42,683,lv,Probability Panel,2024-07-24,2024-08-01,1,96
RMG Research,2.3,NA,Donald Trump,42,3000,rv,NA,2024-07-29,2024-07-31,1,97
YouGov,3,NA,Donald Trump,44,1434,rv,Online Panel,2024-07-27,2024-07-30,1,98
Civiqs,2.4,NA,Donald Trump,45,1123,rv,Online Panel,2024-07-27,2024-07-30,1,98
GQR,2,Pennsylvania,Donald Trump,46,500,lv,Live Phone,2024-07-26,2024-07-30,0,98
Ipsos,2.8,NA,Donald Trump,42,876,rv,Probability Panel,2024-07-26,2024-07-28,1,100
Emerson,2.9,New Hampshire,Donald Trump,47.6,1000,rv,Online Panel/Text-to-Web,2024-07-26,2024-07-28,0,100
Emerson,2.9,New Hampshire,Donald Trump,41.4,1000,rv,Online Panel/Text-to-Web,2024-07-26,2024-07-28,0,100
Leger,2,NA,Donald Trump,41,786,lv,Online Panel,2024-07-26,2024-07-28,1,100
Susquehanna,2.3,Pennsylvania,Donald Trump,43,600,lv,NA,2024-07-22,2024-07-28,0,100
U. North Florida,2.8,Florida,Donald Trump,49,774,lv,Live Phone/Text-to-Web,2024-07-24,2024-07-27,0,101
St. Anselm,2.4,New Hampshire,Donald Trump,44,2083,rv,Online Panel,2024-07-24,2024-07-25,0,103
Ipsos,2.8,NA,Donald Trump,38,1238,a,Probability Panel,2024-07-24,2024-07-25,1,103
U. New Hampshire,2.6,Maine,Donald Trump,40,1445,lv,Online Panel/Text-to-Web,2024-07-23,2024-07-25,0,103
U. New Hampshire,2.6,Maine,Donald Trump,45,1445,lv,Online Panel/Text-to-Web,2024-07-23,2024-07-25,0,103
U. New Hampshire,2.6,New Hampshire,Donald Trump,43,2875,lv,Online Panel/Text-to-Web,2024-07-23,2024-07-25,0,103
U. New Hampshire,2.6,New Hampshire,Donald Trump,46,2875,lv,Online Panel/Text-to-Web,2024-07-23,2024-07-25,0,103
SurveyUSA,2.8,Minnesota,Donald Trump,40,656,lv,Online Panel,2024-07-23,2024-07-25,0,103
AtlasIntel,2.7,NA,Donald Trump,50.1,1980,rv,Online Ad,2024-07-23,2024-07-25,1,103
AtlasIntel,2.7,NA,Donald Trump,47.7,1980,rv,Online Ad,2024-07-23,2024-07-25,1,103
Angus Reid,2,NA,Donald Trump,42,1743,rv,Online Panel,2024-07-23,2024-07-25,1,103
U. New Hampshire,2.6,Maine CD-1,Donald Trump,36,732,lv,Online Panel/Text-to-Web,2024-07-23,2024-07-25,0,103
U. New Hampshire,2.6,Maine CD-1,Donald Trump,39,732,lv,Online Panel/Text-to-Web,2024-07-23,2024-07-25,0,103
U. New Hampshire,2.6,Maine CD-2,Donald Trump,44,701,lv,Online Panel/Text-to-Web,2024-07-23,2024-07-25,0,103
U. New Hampshire,2.6,Maine CD-2,Donald Trump,51,701,lv,Online Panel/Text-to-Web,2024-07-23,2024-07-25,0,103
Siena/NYT,3,NA,Donald Trump,48,1142,rv,Live Phone,2024-07-22,2024-07-24,1,104
Siena/NYT,3,NA,Donald Trump,48,1142,lv,Live Phone,2024-07-22,2024-07-24,1,104
Siena/NYT,3,NA,Donald Trump,42,1142,rv,Live Phone,2024-07-22,2024-07-24,1,104
Siena/NYT,3,NA,Donald Trump,43,1142,lv,Live Phone,2024-07-22,2024-07-24,1,104
SurveyMonkey,2,NA,Donald Trump,39,5265,a,Online Panel,2024-07-22,2024-07-24,1,104
Beacon/Shaw,2.8,Wisconsin,Donald Trump,46,1046,rv,Live Phone/Text-to-Web,2024-07-22,2024-07-24,0,104
Beacon/Shaw,2.8,Wisconsin,Donald Trump,50,1046,rv,Live Phone/Text-to-Web,2024-07-22,2024-07-24,0,104
Beacon/Shaw,2.8,Wisconsin,Donald Trump,50,1046,rv,Live Phone/Text-to-Web,2024-07-22,2024-07-24,0,104
Beacon/Shaw,2.8,Wisconsin,Donald Trump,49,1046,rv,Live Phone/Text-to-Web,2024-07-22,2024-07-24,0,104
Beacon/Shaw,2.8,Pennsylvania,Donald Trump,43,1034,rv,Live Phone/Text-to-Web,2024-07-22,2024-07-24,0,104
Beacon/Shaw,2.8,Pennsylvania,Donald Trump,49,1034,rv,Live Phone/Text-to-Web,2024-07-22,2024-07-24,0,104
Beacon/Shaw,2.8,Pennsylvania,Donald Trump,49,1034,rv,Live Phone/Text-to-Web,2024-07-22,2024-07-24,0,104
Beacon/Shaw,2.8,Pennsylvania,Donald Trump,44,1034,rv,Live Phone/Text-to-Web,2024-07-22,2024-07-24,0,104
Beacon/Shaw,2.8,Minnesota,Donald Trump,41,1071,rv,Live Phone/Text-to-Web,2024-07-22,2024-07-24,0,104
Beacon/Shaw,2.8,Minnesota,Donald Trump,46,1071,rv,Live Phone/Text-to-Web,2024-07-22,2024-07-24,0,104
Beacon/Shaw,2.8,Minnesota,Donald Trump,46,1071,rv,Live Phone/Text-to-Web,2024-07-22,2024-07-24,0,104
Beacon/Shaw,2.8,Minnesota,Donald Trump,45,1071,rv,Live Phone/Text-to-Web,2024-07-22,2024-07-24,0,104
Beacon/Shaw,2.8,Michigan,Donald Trump,45,1012,rv,Live Phone/Text-to-Web,2024-07-22,2024-07-24,0,104
Beacon/Shaw,2.8,Michigan,Donald Trump,49,1012,rv,Live Phone/Text-to-Web,2024-07-22,2024-07-24,0,104
Beacon/Shaw,2.8,Michigan,Donald Trump,46,1012,rv,Live Phone/Text-to-Web,2024-07-22,2024-07-24,0,104
Beacon/Shaw,2.8,Michigan,Donald Trump,48,1012,rv,Live Phone/Text-to-Web,2024-07-22,2024-07-24,0,104
Ipsos,2.8,NA,Donald Trump,39,1241,a,Probability Panel,2024-07-22,2024-07-23,1,105
Ipsos,2.8,NA,Donald Trump,42,1018,rv,Probability Panel,2024-07-22,2024-07-23,1,105
Ipsos,2.8,NA,Donald Trump,34,1241,a,Probability Panel,2024-07-22,2024-07-23,1,105
Ipsos,2.8,NA,Donald Trump,38,1018,rv,Probability Panel,2024-07-22,2024-07-23,1,105
RMG Research,2.3,NA,Donald Trump,48,2000,rv,NA,2024-07-22,2024-07-23,1,105
Emerson,2.9,Arizona,Donald Trump,52.6,800,rv,IVR/Online Panel/Text-to-Web,2024-07-22,2024-07-23,0,105
Emerson,2.9,Arizona,Donald Trump,47.5,800,rv,IVR/Online Panel/Text-to-Web,2024-07-22,2024-07-23,0,105
Emerson,2.9,Georgia,Donald Trump,51.1,800,rv,IVR/Online Panel/Text-to-Web,2024-07-22,2024-07-23,0,105
