pollster,numeric_grade,state,candidate_name,pct,sample_size,population,methodology,start_date,end_date,national_poll,recency
InsiderAdvantage,2,Georgia,Kamala Harris,48.3,800,lv,Text,2024-09-29,2024-09-30,0,36
Leger,2,NA,Kamala Harris,51,837,lv,NA,2024-09-27,2024-09-29,1,37
Leger,2,NA,Kamala Harris,50,888,rv,NA,2024-09-27,2024-09-29,1,37
The Washington Post,3,North Carolina,Kamala Harris,48,1001,lv,Live Phone/Text-to-Web,2024-09-25,2024-09-29,0,37
The Washington Post,3,North Carolina,Kamala Harris,47,1001,rv,Live Phone/Text-to-Web,2024-09-25,2024-09-29,0,37
Quinnipiac,2.8,North Carolina,Kamala Harris,47,953,lv,Live Phone,2024-09-25,2024-09-29,0,37
Quinnipiac,2.8,North Carolina,Kamala Harris,48,953,lv,Live Phone,2024-09-25,2024-09-29,0,37
Quinnipiac,2.8,Georgia,Kamala Harris,44,942,lv,Live Phone,2024-09-25,2024-09-29,0,37
Quinnipiac,2.8,Georgia,Kamala Harris,45,942,lv,Live Phone,2024-09-25,2024-09-29,0,37
National Research,2,Arizona,Kamala Harris,47,600,lv,Live Phone/Text-to-Web,2024-09-25,2024-09-29,0,37
Winthrop U.,2.5,South Carolina,Kamala Harris,42,1068,lv,Live Phone/Online Panel,2024-09-21,2024-09-29,0,37
High Point University,2.5,North Carolina,Kamala Harris,48,814,rv,Online Panel,2024-09-20,2024-09-29,0,37
High Point University,2.5,North Carolina,Kamala Harris,48,589,lv,Online Panel,2024-09-20,2024-09-29,0,37
Emerson,2.9,Arizona,Kamala Harris,47.6,920,lv,Online Panel/Text-to-Web,2024-09-27,2024-09-28,0,38
Emerson,2.9,North Carolina,Kamala Harris,49.1,850,lv,Online Panel/Text-to-Web,2024-09-27,2024-09-28,0,38
Emerson,2.9,Pennsylvania,Kamala Harris,49.3,1000,lv,Online Panel/Text-to-Web,2024-09-27,2024-09-28,0,38
Cygnal,2.1,Iowa,Kamala Harris,44.6,600,lv,NA,2024-09-27,2024-09-28,0,38
RMG Research,2.3,Texas,Kamala Harris,46,779,lv,Online Panel,2024-09-25,2024-09-27,0,39
RMG Research,2.3,Florida,Kamala Harris,48,774,lv,Online Panel,2024-09-25,2024-09-27,0,39
RMG Research,2.3,North Carolina,Kamala Harris,47,780,lv,Online Panel,2024-09-25,2024-09-27,0,39
RMG Research,2.3,Michigan,Kamala Harris,50,789,lv,Online Panel,2024-09-24,2024-09-27,0,39
McCourtney Institute/YouGov,3,NA,Kamala Harris,48,848,lv,Online Panel,2024-09-23,2024-09-27,1,39
Siena/NYT,3,Nebraska CD-2,Kamala Harris,51,680,rv,Live Phone,2024-09-24,2024-09-26,0,40
Siena/NYT,3,Nebraska CD-2,Kamala Harris,49,680,rv,Live Phone,2024-09-24,2024-09-26,0,40
Siena/NYT,3,Nebraska CD-2,Kamala Harris,52,680,lv,Live Phone,2024-09-24,2024-09-26,0,40
Siena/NYT,3,Nebraska CD-2,Kamala Harris,51,680,lv,Live Phone,2024-09-24,2024-09-26,0,40
SurveyUSA,2.8,Minnesota,Kamala Harris,50,646,lv,Online Panel,2024-09-23,2024-09-26,0,40
East Carolina University,2.6,North Carolina,Kamala Harris,47.1,1005,lv,IVR/Text-to-Web,2024-09-23,2024-09-26,0,40
Siena/NYT,3,Michigan,Kamala Harris,45,688,rv,Live Phone,2024-09-21,2024-09-26,0,40
Siena/NYT,3,Michigan,Kamala Harris,43,688,rv,Live Phone,2024-09-21,2024-09-26,0,40
Siena/NYT,3,Michigan,Kamala Harris,48,688,lv,Live Phone,2024-09-21,2024-09-26,0,40
Siena/NYT,3,Michigan,Kamala Harris,46,688,lv,Live Phone,2024-09-21,2024-09-26,0,40
Siena/NYT,3,Ohio,Kamala Harris,45,687,rv,Live Phone,2024-09-21,2024-09-26,0,40
Siena/NYT,3,Ohio,Kamala Harris,44,687,rv,Live Phone,2024-09-21,2024-09-26,0,40
Siena/NYT,3,Ohio,Kamala Harris,44,687,lv,Live Phone,2024-09-21,2024-09-26,0,40
Siena/NYT,3,Ohio,Kamala Harris,43,687,lv,Live Phone,2024-09-21,2024-09-26,0,40
Siena/NYT,3,Wisconsin,Kamala Harris,49,680,rv,Live Phone,2024-09-21,2024-09-26,0,40
Siena/NYT,3,Wisconsin,Kamala Harris,48,680,rv,Live Phone,2024-09-21,2024-09-26,0,40
Siena/NYT,3,Wisconsin,Kamala Harris,49,680,lv,Live Phone,2024-09-21,2024-09-26,0,40
Siena/NYT,3,Wisconsin,Kamala Harris,48,680,lv,Live Phone,2024-09-21,2024-09-26,0,40
Marquette Law School,3,Wisconsin,Kamala Harris,52,882,rv,Probability Panel,2024-09-18,2024-09-26,0,40
Marquette Law School,3,Wisconsin,Kamala Harris,52,798,lv,Probability Panel,2024-09-18,2024-09-26,0,40
Marquette Law School,3,Wisconsin,Kamala Harris,48,882,rv,Probability Panel,2024-09-18,2024-09-26,0,40
Marquette Law School,3,Wisconsin,Kamala Harris,49,798,lv,Probability Panel,2024-09-18,2024-09-26,0,40
Echelon Insights,2.7,NA,Kamala Harris,52,1005,lv,Online Panel,2024-09-23,2024-09-25,1,41
Echelon Insights,2.7,NA,Kamala Harris,49,1005,lv,Online Panel,2024-09-23,2024-09-25,1,41
Emerson,2.9,New York,Kamala Harris,55.5,1000,lv,Online Panel/Text-to-Web,2024-09-23,2024-09-25,0,41
RMG Research,2.3,NA,Kamala Harris,50,2952,lv,Online Panel,2024-09-23,2024-09-25,1,41
CNN/SSRS,2.8,North Carolina,Kamala Harris,48,931,lv,Live Phone/Text-to-Web/Email/Mail-to-Web/Mail-to-Phone,2024-09-20,2024-09-25,0,41
CNN/SSRS,2.8,Nebraska CD-2,Kamala Harris,53,749,lv,Live Phone/Text-to-Web/Email/Mail-to-Web/Mail-to-Phone,2024-09-20,2024-09-25,0,41
AtlasIntel,2.7,Arizona,Kamala Harris,48.6,946,lv,Online Ad,2024-09-20,2024-09-25,0,41
AtlasIntel,2.7,Arizona,Kamala Harris,48.6,946,lv,Online Ad,2024-09-20,2024-09-25,0,41
AtlasIntel,2.7,Michigan,Kamala Harris,46.6,918,lv,Online Ad,2024-09-20,2024-09-25,0,41
AtlasIntel,2.7,Michigan,Kamala Harris,47.2,918,lv,Online Ad,2024-09-20,2024-09-25,0,41
AtlasIntel,2.7,Nevada,Kamala Harris,50.6,858,lv,Online Ad,2024-09-20,2024-09-25,0,41
AtlasIntel,2.7,Nevada,Kamala Harris,50.5,858,lv,Online Ad,2024-09-20,2024-09-25,0,41
AtlasIntel,2.7,Pennsylvania,Kamala Harris,48,1775,lv,Online Ad,2024-09-20,2024-09-25,0,41
AtlasIntel,2.7,Pennsylvania,Kamala Harris,48.1,1775,lv,Online Ad,2024-09-20,2024-09-25,0,41
AtlasIntel,2.7,Wisconsin,Kamala Harris,48.2,1077,lv,Online Ad,2024-09-20,2024-09-25,0,41
AtlasIntel,2.7,Wisconsin,Kamala Harris,48.2,1077,lv,Online Ad,2024-09-20,2024-09-25,0,41
AtlasIntel,2.7,North Carolina,Kamala Harris,50.8,1173,lv,Online Ad,2024-09-20,2024-09-25,0,41
AtlasIntel,2.7,North Carolina,Kamala Harris,50.5,1173,lv,Online Ad,2024-09-20,2024-09-25,0,41
AtlasIntel,2.7,Georgia,Kamala Harris,49,1200,lv,Online Ad,2024-09-20,2024-09-25,0,41
AtlasIntel,2.7,Georgia,Kamala Harris,49,1200,lv,Online Ad,2024-09-20,2024-09-25,0,41
Virginia Commonwealth U.,2.1,Virginia,Kamala Harris,43,832,a,Live Phone/Text-to-Web,2024-09-16,2024-09-25,0,41
Virginia Commonwealth U.,2.1,Virginia,Kamala Harris,47.4,762,rv,Live Phone/Text-to-Web,2024-09-16,2024-09-25,0,41
Emerson,2.9,Texas,Kamala Harris,46.7,950,lv,Online Panel/Text-to-Web,2024-09-22,2024-09-24,0,42
Emerson,2.9,Virginia,Kamala Harris,52.7,860,lv,Online Panel/Text-to-Web,2024-09-22,2024-09-24,0,42
YouGov,3,NA,Kamala Harris,47,1424,rv,Online Panel,2024-09-21,2024-09-24,1,42
YouGov,3,NA,Kamala Harris,49,1220,lv,Online Panel,2024-09-21,2024-09-24,1,42
YouGov,3,Georgia,Kamala Harris,49,1441,lv,Online Panel,2024-09-20,2024-09-24,0,42
Beacon/Shaw,2.8,Arizona,Kamala Harris,47,1021,rv,Live Phone/Text-to-Web,2024-09-20,2024-09-24,0,42
Beacon/Shaw,2.8,Arizona,Kamala Harris,47,764,lv,Live Phone/Text-to-Web,2024-09-20,2024-09-24,0,42
Beacon/Shaw,2.8,Arizona,Kamala Harris,48,1021,rv,Live Phone/Text-to-Web,2024-09-20,2024-09-24,0,42
Beacon/Shaw,2.8,Arizona,Kamala Harris,48,764,lv,Live Phone/Text-to-Web,2024-09-20,2024-09-24,0,42
Beacon/Shaw,2.8,Georgia,Kamala Harris,49,1006,rv,Live Phone/Text-to-Web,2024-09-20,2024-09-24,0,42
Beacon/Shaw,2.8,Georgia,Kamala Harris,50,707,lv,Live Phone/Text-to-Web,2024-09-20,2024-09-24,0,42
Beacon/Shaw,2.8,Georgia,Kamala Harris,51,1006,rv,Live Phone/Text-to-Web,2024-09-20,2024-09-24,0,42
Beacon/Shaw,2.8,Georgia,Kamala Harris,51,707,lv,Live Phone/Text-to-Web,2024-09-20,2024-09-24,0,42
Beacon/Shaw,2.8,North Carolina,Kamala Harris,47,787,lv,Live Phone/Text-to-Web,2024-09-20,2024-09-24,0,42
Beacon/Shaw,2.8,North Carolina,Kamala Harris,48,991,rv,Live Phone/Text-to-Web,2024-09-20,2024-09-24,0,42
Beacon/Shaw,2.8,North Carolina,Kamala Harris,49,787,lv,Live Phone/Text-to-Web,2024-09-20,2024-09-24,0,42
Beacon/Shaw,2.8,North Carolina,Kamala Harris,50,991,rv,Live Phone/Text-to-Web,2024-09-20,2024-09-24,0,42
Beacon/Shaw,2.8,Pennsylvania,Kamala Harris,47,775,lv,Live Phone/Text-to-Web,2024-09-20,2024-09-24,0,42
Beacon/Shaw,2.8,Pennsylvania,Kamala Harris,48,1021,rv,Live Phone/Text-to-Web,2024-09-20,2024-09-24,0,42
Beacon/Shaw,2.8,Pennsylvania,Kamala Harris,49,775,lv,Live Phone/Text-to-Web,2024-09-20,2024-09-24,0,42
Beacon/Shaw,2.8,Pennsylvania,Kamala Harris,50,1021,rv,Live Phone/Text-to-Web,2024-09-20,2024-09-24,0,42
Marist,2.9,Arizona,Kamala Harris,48,1416,rv,Live Phone/Online Panel/Text-to-Web,2024-09-19,2024-09-24,0,42
Marist,2.9,Arizona,Kamala Harris,49,1264,lv,Live Phone/Online Panel/Text-to-Web,2024-09-19,2024-09-24,0,42
Marist,2.9,North Carolina,Kamala Harris,49,1507,rv,Live Phone/Online Panel/Text-to-Web,2024-09-19,2024-09-24,0,42
Marist,2.9,North Carolina,Kamala Harris,49,1348,lv,Live Phone/Online Panel/Text-to-Web,2024-09-19,2024-09-24,0,42
Marist,2.9,Georgia,Kamala Harris,49,1420,rv,Live Phone/Online Panel/Text-to-Web,2024-09-19,2024-09-24,0,42
Marist,2.9,Georgia,Kamala Harris,49,1220,lv,Live Phone/Online Panel/Text-to-Web,2024-09-19,2024-09-24,0,42
Suffolk,2.9,Arizona,Kamala Harris,42.4,500,lv,Live Phone,2024-09-19,2024-09-24,0,42
SurveyUSA,2.8,Nebraska,Kamala Harris,40,558,lv,IVR/Online Panel/Text-to-Web,2024-09-20,2024-09-23,0,43
Monmouth,2.9,Pennsylvania,Kamala Harris,47,654,rv,NA,2024-09-19,2024-09-23,0,43
University of Maryland/Washington Post,2.5,Maryland,Kamala Harris,63,1012,lv,Live Phone/Text-to-Web,2024-09-19,2024-09-23,0,43
University of Maryland/Washington Post,2.5,Maryland,Kamala Harris,64,1012,lv,Live Phone/Text-to-Web,2024-09-19,2024-09-23,0,43
University of Maryland/Washington Post,2.5,Maryland,Kamala Harris,61,1012,rv,Live Phone/Text-to-Web,2024-09-19,2024-09-23,0,43
University of Maryland/Washington Post,2.5,Maryland,Kamala Harris,62,1012,rv,Live Phone/Text-to-Web,2024-09-19,2024-09-23,0,43
RMG Research,2.3,Wisconsin,Kamala Harris,50,788,lv,Online Panel,2024-09-17,2024-09-23,0,43
Ipsos,2.8,NA,Kamala Harris,46.61,871,rv,Probability Panel,2024-09-20,2024-09-22,1,44
Ipsos,2.8,NA,Kamala Harris,50,785,lv,Probability Panel,2024-09-20,2024-09-22,1,44
Ipsos,2.8,NA,Kamala Harris,42,1029,a,Probability Panel,2024-09-20,2024-09-22,1,44
CNN/SSRS,2.8,NA,Kamala Harris,48,2074,lv,Probability Panel,2024-09-19,2024-09-22,1,44
CNN/SSRS,2.8,NA,Kamala Harris,47,2074,rv,Probability Panel,2024-09-19,2024-09-22,1,44
Quinnipiac,2.8,NA,Kamala Harris,47,1728,lv,Live Phone,2024-09-19,2024-09-22,1,44
Quinnipiac,2.8,NA,Kamala Harris,48,1728,lv,Live Phone,2024-09-19,2024-09-22,1,44
Susquehanna,2.3,Pennsylvania,Kamala Harris,46,700,lv,NA,2024-09-16,2024-09-22,0,44
Siena/NYT,3,Arizona,Kamala Harris,45,713,rv,Live Phone,2024-09-17,2024-09-21,0,45
Siena/NYT,3,Arizona,Kamala Harris,45,713,lv,Live Phone,2024-09-17,2024-09-21,0,45
Siena/NYT,3,Arizona,Kamala Harris,42,713,rv,Live Phone,2024-09-17,2024-09-21,0,45
Siena/NYT,3,Arizona,Kamala Harris,43,713,lv,Live Phone,2024-09-17,2024-09-21,0,45
Siena/NYT,3,Georgia,Kamala Harris,44,682,rv,Live Phone,2024-09-17,2024-09-21,0,45
Siena/NYT,3,Georgia,Kamala Harris,45,682,lv,Live Phone,2024-09-17,2024-09-21,0,45
Siena/NYT,3,Georgia,Kamala Harris,43,682,rv,Live Phone,2024-09-17,2024-09-21,0,45
Siena/NYT,3,Georgia,Kamala Harris,44,682,lv,Live Phone,2024-09-17,2024-09-21,0,45
Siena/NYT,3,North Carolina,Kamala Harris,47,682,rv,Live Phone,2024-09-17,2024-09-21,0,45
Siena/NYT,3,North Carolina,Kamala Harris,47,682,lv,Live Phone,2024-09-17,2024-09-21,0,45
Siena/NYT,3,North Carolina,Kamala Harris,46,682,rv,Live Phone,2024-09-17,2024-09-21,0,45
Siena/NYT,3,North Carolina,Kamala Harris,45,682,lv,Live Phone,2024-09-17,2024-09-21,0,45
YouGov,3,NA,Kamala Harris,52,3129,lv,Online Panel,2024-09-18,2024-09-20,1,46
RMG Research,2.3,Ohio,Kamala Harris,43,781,lv,Online Panel,2024-09-18,2024-09-20,0,46
RMG Research,2.3,Pennsylvania,Kamala Harris,49,783,lv,NA,2024-09-18,2024-09-20,0,46
Remington,2.6,Michigan,Kamala Harris,49,800,lv,NA,2024-09-16,2024-09-20,0,46
Remington,2.6,Nevada,Kamala Harris,48,800,lv,NA,2024-09-16,2024-09-20,0,46
Remington,2.6,Pennsylvania,Kamala Harris,47,800,lv,NA,2024-09-16,2024-09-20,0,46
Remington,2.6,Wisconsin,Kamala Harris,48,800,lv,NA,2024-09-16,2024-09-20,0,46
Remington,2.6,Montana,Kamala Harris,39,800,lv,NA,2024-09-16,2024-09-20,0,46
RMG Research,2.3,NA,Kamala Harris,50,2969,lv,NA,2024-09-16,2024-09-19,1,47
Muhlenberg,2.8,Pennsylvania,Kamala Harris,48,450,lv,Live Phone,2024-09-16,2024-09-19,0,47
RMG Research,2.3,Montana,Kamala Harris,38,491,lv,Online Panel,2024-09-12,2024-09-19,0,47
University of Massachusetts Lowell/YouGov,2.9,Michigan,Kamala Harris,48,650,lv,Online Panel,2024-09-11,2024-09-19,0,47
University of Massachusetts Lowell/YouGov,2.9,Pennsylvania,Kamala Harris,48,800,lv,Online Panel,2024-09-11,2024-09-19,0,47
Mason-Dixon,2.6,Minnesota,Kamala Harris,48,800,lv,Live Phone,2024-09-16,2024-09-18,0,48
Suffolk,2.9,Michigan,Kamala Harris,47.6,500,lv,Live Phone,2024-09-16,2024-09-18,0,48
Emerson,2.9,Arizona,Kamala Harris,48.7,868,lv,IVR/Online Panel/Text-to-Web,2024-09-15,2024-09-18,0,48
Emerson,2.9,Georgia,Kamala Harris,48.2,975,lv,IVR/Online Panel/Text-to-Web,2024-09-15,2024-09-18,0,48
Emerson,2.9,Michigan,Kamala Harris,50,875,lv,IVR/Online Panel/Text-to-Web,2024-09-15,2024-09-18,0,48
Emerson,2.9,Nevada,Kamala Harris,48.8,895,lv,IVR/Online Panel/Text-to-Web,2024-09-15,2024-09-18,0,48
Emerson,2.9,Pennsylvania,Kamala Harris,49.6,880,lv,IVR/Online Panel/Text-to-Web,2024-09-15,2024-09-18,0,48
Emerson,2.9,North Carolina,Kamala Harris,49.7,1000,lv,IVR/Online Panel/Text-to-Web,2024-09-15,2024-09-18,0,48
Emerson,2.9,Wisconsin,Kamala Harris,48.7,1000,lv,IVR/Online Panel/Text-to-Web,2024-09-15,2024-09-18,0,48
MassINC Polling Group,2.8,Pennsylvania,Kamala Harris,50,800,lv,Live Phone/Text-to-Web,2024-09-12,2024-09-18,0,48
MassINC Polling Group,2.8,Pennsylvania,Kamala Harris,52,800,lv,Live Phone/Text-to-Web,2024-09-12,2024-09-18,0,48
MassINC Polling Group,2.8,Massachusetts,Kamala Harris,60,800,lv,Live Phone/Text-to-Web,2024-09-12,2024-09-18,0,48
MassINC Polling Group,2.8,Massachusetts,Kamala Harris,63,800,lv,Live Phone/Text-to-Web,2024-09-12,2024-09-18,0,48
SurveyUSA,2.8,New Mexico,Kamala Harris,50,619,lv,Online Panel,2024-09-12,2024-09-18,0,48
MassINC Polling Group,2.8,Wisconsin,Kamala Harris,51,800,lv,Live Phone/Text-to-Web,2024-09-12,2024-09-18,0,48
MassINC Polling Group,2.8,Wisconsin,Kamala Harris,53,800,lv,Live Phone/Text-to-Web,2024-09-12,2024-09-18,0,48
MassINC Polling Group,2.8,Connecticut,Kamala Harris,53,800,lv,Live Phone/Text-to-Web,2024-09-12,2024-09-18,0,48
MassINC Polling Group,2.8,Rhode Island,Kamala Harris,53,800,lv,Live Phone/Text-to-Web,2024-09-12,2024-09-18,0,48
MassINC Polling Group,2.8,Rhode Island,Kamala Harris,56,800,lv,Live Phone/Text-to-Web,2024-09-12,2024-09-18,0,48
YouGov,3,NA,Kamala Harris,49,1445,rv,Online Panel,2024-09-15,2024-09-17,1,49
Hart/POS,2.6,NA,Kamala Harris,49,1000,rv,Live Phone,2024-09-13,2024-09-17,1,49
Hart/POS,2.6,NA,Kamala Harris,47,1000,rv,Live Phone,2024-09-13,2024-09-17,1,49
Marist,2.9,Pennsylvania,Kamala Harris,49,1663,rv,Live Phone/Online Panel/Text-to-Web,2024-09-12,2024-09-17,0,49
Marist,2.9,Pennsylvania,Kamala Harris,49,1476,lv,Live Phone/Online Panel/Text-to-Web,2024-09-12,2024-09-17,0,49
Marist,2.9,Wisconsin,Kamala Harris,50,1312,rv,Live Phone/Online Panel/Text-to-Web,2024-09-12,2024-09-17,0,49
Marist,2.9,Wisconsin,Kamala Harris,50,1194,lv,Live Phone/Online Panel/Text-to-Web,2024-09-12,2024-09-17,0,49
Marist,2.9,Michigan,Kamala Harris,50,1282,rv,Live Phone/Online Panel/Text-to-Web,2024-09-12,2024-09-17,0,49
Marist,2.9,Michigan,Kamala Harris,52,1138,lv,Live Phone/Online Panel/Text-to-Web,2024-09-12,2024-09-17,0,49
Data for Progress,2.6,NA,Kamala Harris,50,6152,lv,Online Panel,2024-09-12,2024-09-17,1,49
Cygnal,2.1,North Carolina,Kamala Harris,45.3,600,lv,Live Phone/Text-to-Web,2024-09-15,2024-09-16,0,50
Angus Reid,2,NA,Kamala Harris,49,1707,rv,Online Panel,2024-09-13,2024-09-16,1,50
Beacon/Shaw,2.8,NA,Kamala Harris,50,1102,rv,Live Phone/Text-to-Web,2024-09-13,2024-09-16,1,50
Beacon/Shaw,2.8,NA,Kamala Harris,50,876,lv,Live Phone/Text-to-Web,2024-09-13,2024-09-16,1,50
Quinnipiac,2.8,Pennsylvania,Kamala Harris,51,1331,lv,Live Phone,2024-09-12,2024-09-16,0,50
Quinnipiac,2.8,Pennsylvania,Kamala Harris,51,1331,lv,Live Phone,2024-09-12,2024-09-16,0,50
Quinnipiac,2.8,Michigan,Kamala Harris,50,905,lv,Live Phone,2024-09-12,2024-09-16,0,50
Quinnipiac,2.8,Michigan,Kamala Harris,51,905,lv,Live Phone,2024-09-12,2024-09-16,0,50
Quinnipiac,2.8,Wisconsin,Kamala Harris,48,1075,lv,Live Phone,2024-09-12,2024-09-16,0,50
Quinnipiac,2.8,Wisconsin,Kamala Harris,49,1075,lv,Live Phone,2024-09-12,2024-09-16,0,50
U. New Hampshire,2.6,Rhode Island,Kamala Harris,58,683,lv,Probability Panel,2024-09-12,2024-09-16,0,50
U. New Hampshire,2.6,Massachusetts,Kamala Harris,62,564,lv,Probability Panel,2024-09-12,2024-09-16,0,50
U. New Hampshire,2.6,New Hampshire,Kamala Harris,54,1695,lv,Probability Panel,2024-09-12,2024-09-16,0,50
The Washington Post,3,Pennsylvania,Kamala Harris,48,1003,lv,Live Phone/Text-to-Web,2024-09-12,2024-09-16,0,50
The Washington Post,3,Pennsylvania,Kamala Harris,48,1003,lv,Live Phone/Text-to-Web,2024-09-12,2024-09-16,0,50
Siena/NYT,3,NA,Kamala Harris,47,2437,lv,Live Phone,2024-09-11,2024-09-16,1,50
Siena/NYT,3,NA,Kamala Harris,46,2437,rv,Live Phone,2024-09-11,2024-09-16,1,50
Siena/NYT,3,NA,Kamala Harris,45,2437,rv,Live Phone,2024-09-11,2024-09-16,1,50
Siena/NYT,3,NA,Kamala Harris,46,2437,lv,Live Phone,2024-09-11,2024-09-16,1,50
Siena,2.7,New York,Kamala Harris,52,1003,lv,Live Phone/Text-to-Web,2024-09-11,2024-09-16,0,50
Siena,2.7,New York,Kamala Harris,55,1003,lv,Live Phone/Text-to-Web,2024-09-11,2024-09-16,0,50
Siena/NYT,3,Pennsylvania,Kamala Harris,50,1082,rv,Live Phone,2024-09-11,2024-09-16,0,50
Siena/NYT,3,Pennsylvania,Kamala Harris,50,1082,lv,Live Phone,2024-09-11,2024-09-16,0,50
Siena/NYT,3,Pennsylvania,Kamala Harris,48,1082,rv,Live Phone,2024-09-11,2024-09-16,0,50
Siena/NYT,3,Pennsylvania,Kamala Harris,49,1082,lv,Live Phone,2024-09-11,2024-09-16,0,50
Noble Predictive Insights,2.4,Nevada,Kamala Harris,48,692,lv,Online Panel/Text-to-Web,2024-09-09,2024-09-16,0,50
Noble Predictive Insights,2.4,Nevada,Kamala Harris,48,812,rv,Online Panel/Text-to-Web,2024-09-09,2024-09-16,0,50
Noble Predictive Insights,2.4,Nevada,Kamala Harris,47,692,lv,Online Panel/Text-to-Web,2024-09-09,2024-09-16,0,50
Noble Predictive Insights,2.4,Nevada,Kamala Harris,46,812,rv,Online Panel/Text-to-Web,2024-09-09,2024-09-16,0,50
InsiderAdvantage,2,Pennsylvania,Kamala Harris,48.4,800,lv,Text,2024-09-14,2024-09-15,0,51
Monmouth,2.9,NA,Kamala Harris,48,803,rv,Live Phone/Text-to-Web,2024-09-11,2024-09-15,1,51
U. Georgia SPIA,2.2,Georgia,Kamala Harris,44.4,1000,lv,Live Phone,2024-09-09,2024-09-15,0,51
Pan Atlantic Research,2.1,Maine,Kamala Harris,50,812,lv,Online Panel,2024-09-05,2024-09-15,0,51
Pan Atlantic Research,2.1,Maine CD-1,Kamala Harris,58,414,lv,Online Panel,2024-09-05,2024-09-15,0,51
Pan Atlantic Research,2.1,Maine CD-2,Kamala Harris,42,398,lv,Online Panel,2024-09-05,2024-09-15,0,51
Franklin and Marshall College,2.4,Pennsylvania,Kamala Harris,49,890,rv,Mail-to-Web/Mail-to-Phone,2024-09-04,2024-09-15,0,51
Suffolk,2.9,Pennsylvania,Kamala Harris,48.6,500,lv,Live Phone,2024-09-11,2024-09-14,0,52
Data for Progress,2.6,NA,Kamala Harris,50,1283,lv,Online Panel,2024-09-12,2024-09-13,1,53
Emerson,2.9,Maryland,Kamala Harris,65.3,890,lv,Online Panel/Text-to-Web,2024-09-12,2024-09-13,0,53
Emerson,2.9,Missouri,Kamala Harris,43.4,850,lv,Online Panel/Text-to-Web,2024-09-12,2024-09-13,0,53
Emerson,2.9,Indiana,Kamala Harris,40.7,1000,lv,Online Panel/Text-to-Web,2024-09-12,2024-09-13,0,53
YouGov,3,NA,Kamala Harris,50,1177,rv,Online Panel,2024-09-11,2024-09-13,1,53
YouGov,3,NA,Kamala Harris,50,1090,lv,Online Panel,2024-09-11,2024-09-13,1,53
YouGov,3,NA,Kamala Harris,48,1175,rv,Online Panel,2024-09-11,2024-09-13,1,53
YouGov,3,NA,Kamala Harris,49,1090,lv,Online Panel,2024-09-11,2024-09-13,1,53
Ipsos,2.8,NA,Kamala Harris,51,3276,a,Probability Panel,2024-09-11,2024-09-13,1,53
Ipsos,2.8,NA,Kamala Harris,51,2772,rv,Probability Panel,2024-09-11,2024-09-13,1,53
Ipsos,2.8,NA,Kamala Harris,52,2196,lv,Probability Panel,2024-09-11,2024-09-13,1,53
Ipsos,2.8,NA,Kamala Harris,51,3276,a,Probability Panel,2024-09-11,2024-09-13,1,53
Ipsos,2.8,NA,Kamala Harris,50,2772,rv,Probability Panel,2024-09-11,2024-09-13,1,53
Ipsos,2.8,NA,Kamala Harris,51,2196,lv,Probability Panel,2024-09-11,2024-09-13,1,53
Research & Polling,2.1,New Mexico,Kamala Harris,49,532,lv,Live Phone,2024-09-06,2024-09-13,0,53
Elon U.,2.5,North Carolina,Kamala Harris,46,800,rv,Online Panel,2024-09-04,2024-09-13,0,53
InsiderAdvantage,2,Michigan,Kamala Harris,48,800,lv,Text,2024-09-11,2024-09-12,0,54
Ipsos,2.8,NA,Kamala Harris,47,1405,rv,Probability Panel,2024-09-11,2024-09-12,1,54
Ipsos,2.8,NA,Kamala Harris,43,1690,a,Probability Panel,2024-09-11,2024-09-12,1,54
St. Anselm,2.4,New Hampshire,Kamala Harris,51,2241,lv,Online Panel,2024-09-11,2024-09-12,0,54
St. Anselm,2.4,New Hampshire,Kamala Harris,51,2241,lv,Online Panel,2024-09-11,2024-09-12,0,54
InsiderAdvantage,2,Wisconsin,Kamala Harris,49,800,lv,NA,2024-09-11,2024-09-12,0,54
AtlasIntel,2.7,NA,Kamala Harris,48,1775,lv,NA,2024-09-11,2024-09-12,1,54
AtlasIntel,2.7,NA,Kamala Harris,47.3,1775,lv,NA,2024-09-11,2024-09-12,1,54
RMG Research,2.3,NA,Kamala Harris,51,2756,lv,NA,2024-09-09,2024-09-12,1,54
GQR,2,Missouri,Kamala Harris,44,645,lv,NA,2024-09-06,2024-09-12,0,54
Mitchell,2.4,Michigan,Kamala Harris,48,580,lv,IVR/Text-to-Web,2024-09-11,2024-09-11,0,55
Mitchell,2.4,Michigan,Kamala Harris,47,580,lv,IVR/Text-to-Web,2024-09-11,2024-09-11,0,55
Leger,2,NA,Kamala Harris,47,1174,lv,Online Panel,2024-09-10,2024-09-11,1,55
Selzer,2.8,Iowa,Kamala Harris,43,656,lv,Live Phone,2024-09-08,2024-09-11,0,55
YouGov,3,NA,Kamala Harris,45,1464,rv,Online Panel,2024-09-08,2024-09-10,1,56
Data Orbital,2.9,Arizona,Kamala Harris,46,550,lv,Live Phone/Text-to-Web,2024-09-07,2024-09-09,0,57
PPIC,2.5,California,Kamala Harris,60,1071,lv,Probability Panel,2024-08-29,2024-09-09,0,57
Quinnipiac,2.8,North Carolina,Kamala Harris,49,940,lv,Live Phone,2024-09-04,2024-09-08,0,58
