pollster,numeric_grade,state,pct,sample_size,population,methodology,recency_weight,sample_size_weight,national_poll
UMass Amherst/YouGov,2.4,Massachusetts,56,700,a,Online Panel,0.5674136687970038,0.30434782608695654,0
University of Massachusetts Lowell/YouGov,2.9,New Hampshire,50,600,lv,Online Panel,0.5674136687970038,0.2608695652173913,0
YouGov,3,Texas,46,1091,lv,Online Panel,0.5674136687970038,0.4743478260869565,0
Marquette Law School,3,NA,50,780,rv,Probability Panel,0.5674136687970038,0.3391304347826087,1
Marquette Law School,3,NA,43,780,rv,Probability Panel,0.5674136687970038,0.3391304347826087,1
Marquette Law School,3,NA,50,652,lv,Probability Panel,0.5674136687970038,0.28347826086956524,1
Marquette Law School,3,NA,44,652,lv,Probability Panel,0.5674136687970038,0.28347826086956524,1
U. Houston,2.2,Texas,46,1329,lv,Online Panel,0.5674136687970038,0.5778260869565217,0
InsiderAdvantage,2,Michigan,46,800,lv,Text,0.5488116360940264,0.34782608695652173,0
InsiderAdvantage,2,Wisconsin,48,800,lv,Text,0.5488116360940264,0.34782608695652173,0
Redfield & Wilton Strategies,1.8,Georgia,47,608,lv,Online Panel,0.5488116360940264,0.2643478260869565,0
Redfield & Wilton Strategies,1.8,Pennsylvania,46,707,lv,Online Panel,0.5488116360940264,0.3073913043478261,0
Alaska Survey Research,1.9,Alaska,43,1254,lv,Text-to-Web,0.5488116360940264,0.5452173913043479,0
Alaska Survey Research,1.9,Alaska,46,1254,lv,Text-to-Web,0.5488116360940264,0.5452173913043479,0
TIPP,1.8,Pennsylvania,49.2,1079,rv,Online Panel,0.5488116360940264,0.4691304347826087,0
TIPP,1.8,Pennsylvania,47.5,803,lv,Online Panel,0.5488116360940264,0.3491304347826087,0
TIPP,1.8,Pennsylvania,48.5,1079,rv,Online Panel,0.5488116360940264,0.4691304347826087,0
TIPP,1.8,Pennsylvania,48.3,803,lv,Online Panel,0.5488116360940264,0.3491304347826087,0
Morning Consult,1.9,NA,50,10188,lv,Online Panel,0.5488116360940264,1,1
Change Research,1.4,NA,46,3275,lv,Text-to-Web/Online Ad,0.5488116360940264,1,1
University of Massachusetts Lowell/YouGov,2.9,Pennsylvania,46,800,lv,Online Panel,0.5488116360940264,0.34782608695652173,0
InsiderAdvantage,2,Pennsylvania,47,800,lv,Text,0.530819450562014,0.34782608695652173,0
Trafalgar Group,0.7,Georgia,44.9,1089,lv,IVR/Live Phone/Text/Online Panel/Email,0.530819450562014,0.47347826086956524,0
co/efficient,1.1,NA,49,2180,lv,IVR/Text,0.530819450562014,0.9478260869565217,1
Morning Consult,1.9,NA,50,10812,lv,Online Panel,0.530819450562014,1,1
Emerson,2.9,Arizona,48.2,1000,lv,IVR/Online Panel/Text-to-Web,0.530819450562014,0.43478260869565216,0
Emerson,2.9,Georgia,49.8,1000,lv,IVR/Online Panel/Text-to-Web,0.530819450562014,0.43478260869565216,0
Emerson,2.9,Michigan,49.7,950,lv,IVR/Online Panel/Text-to-Web,0.530819450562014,0.41304347826086957,0
Emerson,2.9,Nevada,49.2,900,lv,IVR/Online Panel/Text-to-Web,0.530819450562014,0.391304347826087,0
Emerson,2.9,North Carolina,49,1000,lv,IVR/Online Panel/Text-to-Web,0.530819450562014,0.43478260869565216,0
Emerson,2.9,Pennsylvania,49,1000,lv,IVR/Online Panel/Text-to-Web,0.530819450562014,0.43478260869565216,0
Emerson,2.9,Wisconsin,49.2,1000,lv,IVR/Online Panel/Text-to-Web,0.530819450562014,0.43478260869565216,0
Siena/NYT,3,Montana,39,656,rv,Live Phone,0.530819450562014,0.2852173913043478,0
Siena/NYT,3,Montana,38,656,rv,Live Phone,0.530819450562014,0.2852173913043478,0
Siena/NYT,3,Montana,40,656,lv,Live Phone,0.530819450562014,0.2852173913043478,0
Siena/NYT,3,Montana,39,656,lv,Live Phone,0.530819450562014,0.2852173913043478,0
J.L. Partners,1.6,Pennsylvania,47,800,lv,Live Phone/Online Panel/Text-to-Web,0.530819450562014,0.34782608695652173,0
Tarrance,1.6,Florida,44,818,rv,Live Phone/Text-to-Web,0.530819450562014,0.3556521739130435,0
Hart/POS,2.6,NA,46,1000,rv,Live Phone,0.530819450562014,0.43478260869565216,1
Hart/POS,2.6,NA,48,1000,rv,Live Phone,0.530819450562014,0.43478260869565216,1
Ipsos,2.8,NA,49,2631,a,Probability Panel,0.530819450562014,1,1
Ipsos,2.8,NA,49,2226,rv,Probability Panel,0.530819450562014,0.9678260869565217,1
Ipsos,2.8,NA,50,1714,lv,Probability Panel,0.530819450562014,0.7452173913043478,1
Ipsos,2.8,NA,50,2631,a,Probability Panel,0.530819450562014,1,1
Ipsos,2.8,NA,50,2226,rv,Probability Panel,0.530819450562014,0.9678260869565217,1
Ipsos,2.8,NA,51,1714,lv,Probability Panel,0.530819450562014,0.7452173913043478,1
Change Research,1.4,Nebraska,38,895,lv,Text-to-Web/Online Ad,0.530819450562014,0.38913043478260867,0
Fabrizio/Impact,1.7,Michigan,46,600,lv,Live Phone/Text-to-Web,0.530819450562014,0.2608695652173913,0
Fabrizio/Impact,1.7,Michigan,48,600,lv,Live Phone/Text-to-Web,0.530819450562014,0.2608695652173913,0
Targoz Market Research,1.8,Tennessee,35,1200,rv,NA,0.530819450562014,0.5217391304347826,0
Targoz Market Research,1.8,Tennessee,35,971,lv,NA,0.530819450562014,0.4221739130434783,0
YouGov,3,NA,47,1414,rv,Online Panel,0.513417119032592,0.6147826086956522,1
YouGov,3,NA,49,1230,lv,Online Panel,0.513417119032592,0.5347826086956522,1
Research Co.,2.4,Michigan,51,450,lv,Online Panel,0.513417119032592,0.1956521739130435,0
Research Co.,2.4,Pennsylvania,50,450,lv,Online Panel,0.513417119032592,0.1956521739130435,0
Research Co.,2.4,Wisconsin,50,450,lv,Online Panel,0.513417119032592,0.1956521739130435,0
Morning Consult,1.9,NA,51,11739,lv,Online Panel,0.513417119032592,1,1
Ipsos,2.8,NA,42,1272,a,Probability Panel,0.513417119032592,0.5530434782608695,1
Ipsos,2.8,NA,46,1076,rv,Probability Panel,0.513417119032592,0.4678260869565217,1
Ipsos,2.8,NA,47,1076,lv,Probability Panel,0.513417119032592,0.4678260869565217,1
Ipsos,2.8,NA,48,1272,a,Probability Panel,0.513417119032592,0.5530434782608695,1
Ipsos,2.8,NA,50,1076,rv,Probability Panel,0.513417119032592,0.4678260869565217,1
Ipsos,2.8,NA,51,1076,lv,Probability Panel,0.513417119032592,0.4678260869565217,1
Quinnipiac,2.8,Michigan,47,1007,lv,Live Phone,0.513417119032592,0.43782608695652175,0
Quinnipiac,2.8,Michigan,47,1007,lv,Live Phone,0.513417119032592,0.43782608695652175,0
Quinnipiac,2.8,Pennsylvania,49,1412,lv,Live Phone,0.513417119032592,0.6139130434782609,0
Quinnipiac,2.8,Pennsylvania,49,1412,lv,Live Phone,0.513417119032592,0.6139130434782609,0
Quinnipiac,2.8,Wisconsin,46,1073,lv,Live Phone,0.513417119032592,0.46652173913043476,0
Quinnipiac,2.8,Wisconsin,47,1073,lv,Live Phone,0.513417119032592,0.46652173913043476,0
Marist,2.9,Florida,47,1257,lv,Live Phone/Online Panel/Text-to-Web,0.513417119032592,0.5465217391304348,0
Marist,2.9,Florida,47,1410,rv,Live Phone/Online Panel/Text-to-Web,0.513417119032592,0.6130434782608696,0
Marist,2.9,Texas,46,1365,rv,Live Phone/Online Panel/Text-to-Web,0.513417119032592,0.5934782608695652,0
Marist,2.9,Texas,46,1186,lv,Live Phone/Online Panel/Text-to-Web,0.513417119032592,0.5156521739130435,0
Marist,2.9,Ohio,46,1511,rv,Live Phone/Online Panel/Text-to-Web,0.513417119032592,0.6569565217391304,0
Marist,2.9,Ohio,46,1327,lv,Live Phone/Online Panel/Text-to-Web,0.513417119032592,0.5769565217391305,0
The Washington Post,3,Ohio,45,1002,lv,Live Phone/Text-to-Web,0.513417119032592,0.4356521739130435,0
The Washington Post,3,Ohio,44,1002,rv,Live Phone/Text-to-Web,0.513417119032592,0.4356521739130435,0
Noble Predictive Insights,2.4,Utah,38,539,lv,Online Panel/Text-to-Web,0.513417119032592,0.23434782608695653,0
Noble Predictive Insights,2.4,Utah,36,539,lv,Online Panel/Text-to-Web,0.513417119032592,0.23434782608695653,0
Noble Predictive Insights,2.4,Utah,39,600,rv,Online Panel/Text-to-Web,0.513417119032592,0.2608695652173913,0
Noble Predictive Insights,2.4,Utah,37,600,rv,Online Panel/Text-to-Web,0.513417119032592,0.2608695652173913,0
Digital Research,1.4,Maine,48,604,rv,Live Phone/Online Panel,0.513417119032592,0.26260869565217393,0
Digital Research,1.4,Maine CD-1,56,303,rv,Live Phone/Online Panel,0.513417119032592,0.1317391304347826,0
Digital Research,1.4,Maine CD-2,40,301,rv,Live Phone/Online Panel,0.513417119032592,0.1308695652173913,0
Redfield & Wilton Strategies,1.8,NA,47.72,1918,lv,Online Panel,0.4965853037914095,0.8339130434782609,1
Research Co.,2.4,NA,49,1001,lv,Online Panel,0.4965853037914095,0.43521739130434783,1
Morning Consult,1.9,NA,51,11353,lv,Online Panel,0.4965853037914095,1,1
Pew,2.5,NA,48,4025,rv,Probability Panel,0.4965853037914095,1,1
Pew,2.5,NA,50,4025,rv,Probability Panel,0.4965853037914095,1,1
Siena/NYT,3,NA,49,3385,lv,Live Phone,0.4965853037914095,1,1
Siena/NYT,3,NA,47,3385,lv,Live Phone,0.4965853037914095,1,1
Siena/NYT,3,Florida,41,622,lv,Live Phone,0.4965853037914095,0.27043478260869563,0
Siena/NYT,3,Florida,40,622,lv,Live Phone,0.4965853037914095,0.27043478260869563,0
Siena/NYT,3,Florida,41,622,rv,Live Phone,0.4965853037914095,0.27043478260869563,0
Siena/NYT,3,Florida,40,622,rv,Live Phone,0.4965853037914095,0.27043478260869563,0
Morning Consult,1.9,NA,51,10844,lv,Online Panel,0.4803053010897994,1,1
Suffolk,2.9,Massachusetts,61.2,500,lv,Live Phone,0.4803053010897994,0.21739130434782608,0
TIPP,1.8,NA,49,997,lv,Online Panel,0.46455902036091146,0.4334782608695652,1
TIPP,1.8,NA,48,997,lv,Online Panel,0.46455902036091146,0.4334782608695652,1
YouGov,3,NA,46,1150,rv,Online Panel,0.46455902036091146,0.5,1
YouGov,3,NA,47,1032,lv,Online Panel,0.46455902036091146,0.44869565217391305,1
YouGov,3,NA,48,1151,rv,Online Panel,0.46455902036091146,0.5004347826086957,1
YouGov,3,NA,48,1033,lv,Online Panel,0.46455902036091146,0.4491304347826087,1
Big Village,1.2,NA,44.5,1013,a,Online Panel,0.46455902036091146,0.4404347826086957,1
Big Village,1.2,NA,48.7,841,rv,Online Panel,0.46455902036091146,0.3656521739130435,1
Big Village,1.2,NA,49.9,755,lv,Online Panel,0.46455902036091146,0.3282608695652174,1
Morning Consult,1.9,NA,51,10454,lv,Online Panel,0.46455902036091146,1,1
Noble Predictive Insights,2.4,NA,49,2290,lv,Online Panel,0.46455902036091146,0.9956521739130435,1
Noble Predictive Insights,2.4,NA,49,2290,lv,Online Panel,0.46455902036091146,0.9956521739130435,1
Noble Predictive Insights,2.4,NA,47,2560,rv,Online Panel,0.46455902036091146,1,1
Noble Predictive Insights,2.4,NA,47,2560,rv,Online Panel,0.46455902036091146,1,1
Glengariff Group Inc.,1.5,Michigan,46.8,600,lv,Live Phone,0.46455902036091146,0.2608695652173913,0
Mason-Dixon,2.6,Florida,43,625,lv,Live Phone,0.46455902036091146,0.2717391304347826,0
CWS Research,1.6,Texas,43,533,lv,Text-to-Web,0.46455902036091146,0.23173913043478261,0
Siena/NYT,3,Texas,44,617,lv,Live Phone,0.46455902036091146,0.2682608695652174,0
Siena/NYT,3,Texas,42,617,lv,Live Phone,0.46455902036091146,0.2682608695652174,0
Siena/NYT,3,Texas,44,617,rv,Live Phone,0.46455902036091146,0.2682608695652174,0
Siena/NYT,3,Texas,41,617,rv,Live Phone,0.46455902036091146,0.2682608695652174,0
Christopher Newport U.,2.8,Virginia,52,800,lv,Live Phone,0.46455902036091146,0.34782608695652173,0
Data for Progress,2.6,NA,49,1211,lv,Online Panel,0.44932896411722156,0.5265217391304348,1
Cygnal,2.1,NA,47.2,1500,lv,NA,0.44932896411722156,0.6521739130434783,1
Cygnal,2.1,NA,50.3,1500,lv,NA,0.44932896411722156,0.6521739130434783,1
Morning Consult,1.9,NA,50,10775,lv,Online Panel,0.44932896411722156,1,1
Impact Research,1.5,Nebraska,38,600,lv,NA,0.44932896411722156,0.2608695652173913,0
RMG Research,2.3,NA,49,2965,lv,Online Panel,0.44932896411722156,1,1
RMG Research,2.3,Nevada,49,782,lv,Online Panel,0.44932896411722156,0.34,0
St. Anselm,2.4,New Hampshire,51,2104,lv,Online Panel,0.4345982085070782,0.9147826086956522,0
RMG Research,2.3,Arizona,46,783,lv,Online Panel,0.4345982085070782,0.34043478260869564,0
Morning Consult,1.9,NA,50,11085,lv,Online Panel,0.4345982085070782,1,1
Redfield & Wilton Strategies,1.8,Arizona,47,555,lv,Online Panel,0.4345982085070782,0.24130434782608695,0
Redfield & Wilton Strategies,1.8,Florida,45,2946,lv,Online Panel,0.4345982085070782,1,0
Redfield & Wilton Strategies,1.8,Georgia,47,3783,lv,Online Panel,0.4345982085070782,1,0
Redfield & Wilton Strategies,1.8,Michigan,48,839,lv,Online Panel,0.4345982085070782,0.36478260869565216,0
Redfield & Wilton Strategies,1.8,Minnesota,51,551,lv,Online Panel,0.4345982085070782,0.23956521739130435,0
Redfield & Wilton Strategies,1.8,Nevada,48,514,lv,Online Panel,0.4345982085070782,0.2234782608695652,0
Redfield & Wilton Strategies,1.8,North Carolina,45,753,lv,Online Panel,0.4345982085070782,0.3273913043478261,0
Redfield & Wilton Strategies,1.8,Pennsylvania,48,5686,lv,Online Panel,0.4345982085070782,1,0
Redfield & Wilton Strategies,1.8,Wisconsin,47,533,lv,Online Panel,0.4345982085070782,0.23173913043478261,0
YouGov/Center for Working Class Politics,3,Pennsylvania,46.8,1000,rv,Online Panel,0.4345982085070782,0.43478260869565216,0
OnMessage Inc.,1.1,Arizona,45,500,lv,Live Phone,0.4345982085070782,0.21739130434782608,0
OnMessage Inc.,1.1,Georgia,44,500,lv,Live Phone,0.4345982085070782,0.21739130434782608,0
OnMessage Inc.,1.1,Michigan,48,500,lv,Live Phone,0.4345982085070782,0.21739130434782608,0
OnMessage Inc.,1.1,Nevada,45,500,lv,Live Phone,0.4345982085070782,0.21739130434782608,0
OnMessage Inc.,1.1,Pennsylvania,46,500,lv,Live Phone,0.4345982085070782,0.21739130434782608,0
OnMessage Inc.,1.1,Wisconsin,46,500,lv,Live Phone,0.4345982085070782,0.21739130434782608,0
YouGov,3,NA,48,1463,rv,Online Panel,0.4203503845086819,0.6360869565217391,1
YouGov,3,NA,49,1261,lv,Online Panel,0.4203503845086819,0.5482608695652174,1
Emerson,2.9,NA,50.2,1000,lv,IVR/Online Panel/Text-to-Web,0.4203503845086819,0.43478260869565216,1
Morning Consult,1.9,NA,50,11274,lv,Online Panel,0.4203503845086819,1,1
Marist,2.9,NA,50,1294,lv,Live Phone/Online Panel/Text-to-Web,0.4203503845086819,0.5626086956521739,1
Marist,2.9,NA,50,1514,rv,Live Phone/Online Panel/Text-to-Web,0.4203503845086819,0.6582608695652173,1
UC Berkeley,2.5,California,57,3045,lv,Email,0.4203503845086819,1,0
Fabrizio/Impact,1.7,Arizona,47,600,lv,Live Phone,0.4203503845086819,0.2608695652173913,0
Fabrizio/Impact,1.7,Arizona,48,600,lv,Live Phone,0.4203503845086819,0.2608695652173913,0
Susquehanna,2.3,NA,49,1001,lv,NA,0.4203503845086819,0.43521739130434783,1
Mitchell,2.4,Michigan,48,709,lv,Text-to-Web,0.4065696597405991,0.30826086956521737,0
Mitchell,2.4,Michigan,47,709,lv,Text-to-Web,0.4065696597405991,0.30826086956521737,0
InsiderAdvantage,2,Arizona,47.7,800,lv,Text,0.4065696597405991,0.34782608695652173,0
InsiderAdvantage,2,Nevada,48.4,800,lv,Text,0.4065696597405991,0.34782608695652173,0
InsiderAdvantage,2,North Carolina,49.3,800,lv,Text,0.4065696597405991,0.34782608695652173,0
InsiderAdvantage,2,Georgia,48.3,800,lv,Text,0.4065696597405991,0.34782608695652173,0
Trafalgar Group,0.7,Wisconsin,46,1079,lv,IVR/Live Phone/Text/Online Panel/Email,0.4065696597405991,0.4691304347826087,0
Trafalgar Group,0.7,Michigan,44.7,1086,lv,IVR/Live Phone/Text/Online Panel/Email,0.4065696597405991,0.4721739130434783,0
WPAi,1.7,North Dakota,32,500,lv,Live Phone,0.4065696597405991,0.21739130434782608,0
Morning Consult,1.9,NA,50,11568,lv,Online Panel,0.4065696597405991,1,1
OnMessage Inc.,1.1,Pennsylvania,47,800,lv,NA,0.39324072086859824,0.34782608695652173,0
Redfield & Wilton Strategies,1.8,NA,48,1616,lv,Online Panel,0.39324072086859824,0.7026086956521739,1
Patriot Polling,1.1,Pennsylvania,49,816,rv,IVR,0.39324072086859824,0.35478260869565215,0
Morning Consult,1.9,NA,51,11381,lv,Online Panel,0.39324072086859824,1,1
Alaska Survey Research,1.9,Alaska,43,1182,lv,Probability Panel,0.39324072086859824,0.5139130434782608,0
Leger,2,NA,51,837,lv,NA,0.39324072086859824,0.36391304347826087,1
Leger,2,NA,50,888,rv,NA,0.39324072086859824,0.38608695652173913,1
Trafalgar Group,0.7,Pennsylvania,45.3,1090,lv,IVR/Live Phone/Text/Online Panel/Email,0.39324072086859824,0.47391304347826085,0
HighGround,1.8,Arizona,47.6,500,lv,Live Phone,0.39324072086859824,0.21739130434782608,0
The Washington Post,3,North Carolina,48,1001,lv,Live Phone/Text-to-Web,0.39324072086859824,0.43521739130434783,0
The Washington Post,3,North Carolina,47,1001,rv,Live Phone/Text-to-Web,0.39324072086859824,0.43521739130434783,0
Quinnipiac,2.8,North Carolina,47,953,lv,Live Phone,0.39324072086859824,0.41434782608695653,0
Quinnipiac,2.8,North Carolina,48,953,lv,Live Phone,0.39324072086859824,0.41434782608695653,0
Quinnipiac,2.8,Georgia,44,942,lv,Live Phone,0.39324072086859824,0.40956521739130436,0
Quinnipiac,2.8,Georgia,45,942,lv,Live Phone,0.39324072086859824,0.40956521739130436,0
National Research,2,Arizona,47,600,lv,Live Phone/Text-to-Web,0.39324072086859824,0.2608695652173913,0
Winthrop U.,2.5,South Carolina,42,1068,lv,Live Phone/Online Panel,0.39324072086859824,0.4643478260869565,0
High Point University,2.5,North Carolina,48,814,rv,Online Panel,0.39324072086859824,0.35391304347826086,0
High Point University,2.5,North Carolina,48,589,lv,Online Panel,0.39324072086859824,0.25608695652173913,0
Emerson,2.9,Arizona,47.6,920,lv,Online Panel/Text-to-Web,0.38034875658925854,0.4,0
Emerson,2.9,North Carolina,49.1,850,lv,Online Panel/Text-to-Web,0.38034875658925854,0.3695652173913043,0
Emerson,2.9,Pennsylvania,49.3,1000,lv,Online Panel/Text-to-Web,0.38034875658925854,0.43478260869565216,0
Cygnal,2.1,Iowa,44.6,600,lv,NA,0.38034875658925854,0.2608695652173913,0
PPP,1.4,Utah,39,612,lv,IVR/Text,0.38034875658925854,0.26608695652173914,0
Morning Consult,1.9,NA,50,11289,lv,Online Panel,0.38034875658925854,1,1
Morning Consult,1.9,NA,50,11003,lv,Online Panel,0.36787944117144233,1,1
RMG Research,2.3,Texas,46,779,lv,Online Panel,0.36787944117144233,0.33869565217391306,0
RMG Research,2.3,Florida,48,774,lv,Online Panel,0.36787944117144233,0.33652173913043476,0
RMG Research,2.3,North Carolina,47,780,lv,Online Panel,0.36787944117144233,0.3391304347826087,0
RMG Research,2.3,Michigan,50,789,lv,Online Panel,0.36787944117144233,0.34304347826086956,0
McCourtney Institute/YouGov,3,NA,48,848,lv,Online Panel,0.36787944117144233,0.36869565217391304,1
Redfield & Wilton Strategies,1.8,NA,47,2021,lv,Online Panel,0.3558189185373419,0.878695652173913,1
PPP,1.4,Florida,45,808,rv,IVR/Text,0.3558189185373419,0.35130434782608694,0
PPP,1.4,Florida,46,808,rv,IVR/Text,0.3558189185373419,0.35130434782608694,0
PPP,1.4,Texas,44,759,rv,IVR/Text,0.3558189185373419,0.33,0
PPP,1.4,Texas,46,759,rv,IVR/Text,0.3558189185373419,0.33,0
Siena/NYT,3,Nebraska CD-2,51,680,rv,Live Phone,0.3558189185373419,0.2956521739130435,0
Siena/NYT,3,Nebraska CD-2,49,680,rv,Live Phone,0.3558189185373419,0.2956521739130435,0
Siena/NYT,3,Nebraska CD-2,52,680,lv,Live Phone,0.3558189185373419,0.2956521739130435,0
Siena/NYT,3,Nebraska CD-2,51,680,lv,Live Phone,0.3558189185373419,0.2956521739130435,0
Morning Consult,1.9,NA,50,11155,lv,Online Panel,0.3558189185373419,1,1
SurveyUSA,2.8,Minnesota,50,646,lv,Online Panel,0.3558189185373419,0.2808695652173913,0
East Carolina University,2.6,North Carolina,47.1,1005,lv,IVR/Text-to-Web,0.3558189185373419,0.4369565217391304,0
Lake Research,1.2,North Dakota,40,500,lv,NA,0.3558189185373419,0.21739130434782608,0
Siena/NYT,3,Michigan,45,688,rv,Live Phone,0.3558189185373419,0.2991304347826087,0
Siena/NYT,3,Michigan,43,688,rv,Live Phone,0.3558189185373419,0.2991304347826087,0
Siena/NYT,3,Michigan,48,688,lv,Live Phone,0.3558189185373419,0.2991304347826087,0
Siena/NYT,3,Michigan,46,688,lv,Live Phone,0.3558189185373419,0.2991304347826087,0
Siena/NYT,3,Ohio,45,687,rv,Live Phone,0.3558189185373419,0.29869565217391303,0
Siena/NYT,3,Ohio,44,687,rv,Live Phone,0.3558189185373419,0.29869565217391303,0
Siena/NYT,3,Ohio,44,687,lv,Live Phone,0.3558189185373419,0.29869565217391303,0
Siena/NYT,3,Ohio,43,687,lv,Live Phone,0.3558189185373419,0.29869565217391303,0
Siena/NYT,3,Wisconsin,49,680,rv,Live Phone,0.3558189185373419,0.2956521739130435,0
Siena/NYT,3,Wisconsin,48,680,rv,Live Phone,0.3558189185373419,0.2956521739130435,0
Siena/NYT,3,Wisconsin,49,680,lv,Live Phone,0.3558189185373419,0.2956521739130435,0
Siena/NYT,3,Wisconsin,48,680,lv,Live Phone,0.3558189185373419,0.2956521739130435,0
Marquette Law School,3,Wisconsin,52,882,rv,Probability Panel,0.3558189185373419,0.3834782608695652,0
Marquette Law School,3,Wisconsin,52,798,lv,Probability Panel,0.3558189185373419,0.34695652173913044,0
Marquette Law School,3,Wisconsin,48,882,rv,Probability Panel,0.3558189185373419,0.3834782608695652,0
Marquette Law School,3,Wisconsin,49,798,lv,Probability Panel,0.3558189185373419,0.34695652173913044,0
Echelon Insights,2.7,NA,52,1005,lv,Online Panel,0.34415378686541237,0.4369565217391304,1
Echelon Insights,2.7,NA,49,1005,lv,Online Panel,0.34415378686541237,0.4369565217391304,1
Big Village,1.2,NA,45.6,2021,a,Online Panel,0.34415378686541237,0.878695652173913,1
Big Village,1.2,NA,48.6,1663,rv,Online Panel,0.34415378686541237,0.7230434782608696,1
Big Village,1.2,NA,49.5,1524,lv,Online Panel,0.34415378686541237,0.662608695652174,1
TIPP,1.8,Nevada,48,1044,rv,Online Panel,0.34415378686541237,0.4539130434782609,0
TIPP,1.8,Nevada,49.2,736,lv,Online Panel,0.34415378686541237,0.32,0
TIPP,1.8,Nevada,47.6,1044,rv,Online Panel,0.34415378686541237,0.4539130434782609,0
TIPP,1.8,Nevada,49.7,736,lv,Online Panel,0.34415378686541237,0.32,0
Emerson,2.9,New York,55.5,1000,lv,Online Panel/Text-to-Web,0.34415378686541237,0.43478260869565216,0
RMG Research,2.3,NA,50,2952,lv,Online Panel,0.34415378686541237,1,1
Morning Consult,1.9,NA,51,10966,lv,Online Panel,0.34415378686541237,1,1
McLaughlin,0.5,Florida,46,1200,lv,NA,0.34415378686541237,0.5217391304347826,0
Victory Insights,1.3,Florida,44.9,600,lv,IVR/Text-to-Web,0.34415378686541237,0.2608695652173913,0
CNN/SSRS,2.8,North Carolina,48,931,lv,Live Phone/Text-to-Web/Email/Mail-to-Web/Mail-to-Phone,0.34415378686541237,0.4047826086956522,0
CNN/SSRS,2.8,Nebraska CD-2,53,749,lv,Live Phone/Text-to-Web/Email/Mail-to-Web/Mail-to-Phone,0.34415378686541237,0.32565217391304346,0
AtlasIntel,2.7,Arizona,48.6,946,lv,Online Ad,0.34415378686541237,0.41130434782608694,0
AtlasIntel,2.7,Arizona,48.6,946,lv,Online Ad,0.34415378686541237,0.41130434782608694,0
AtlasIntel,2.7,Michigan,46.6,918,lv,Online Ad,0.34415378686541237,0.3991304347826087,0
AtlasIntel,2.7,Michigan,47.2,918,lv,Online Ad,0.34415378686541237,0.3991304347826087,0
AtlasIntel,2.7,Nevada,50.6,858,lv,Online Ad,0.34415378686541237,0.3730434782608696,0
AtlasIntel,2.7,Nevada,50.5,858,lv,Online Ad,0.34415378686541237,0.3730434782608696,0
AtlasIntel,2.7,Pennsylvania,48,1775,lv,Online Ad,0.34415378686541237,0.7717391304347826,0
AtlasIntel,2.7,Pennsylvania,48.1,1775,lv,Online Ad,0.34415378686541237,0.7717391304347826,0
AtlasIntel,2.7,Wisconsin,48.2,1077,lv,Online Ad,0.34415378686541237,0.4682608695652174,0
AtlasIntel,2.7,Wisconsin,48.2,1077,lv,Online Ad,0.34415378686541237,0.4682608695652174,0
AtlasIntel,2.7,North Carolina,50.8,1173,lv,Online Ad,0.34415378686541237,0.51,0
AtlasIntel,2.7,North Carolina,50.5,1173,lv,Online Ad,0.34415378686541237,0.51,0
AtlasIntel,2.7,Georgia,49,1200,lv,Online Ad,0.34415378686541237,0.5217391304347826,0
AtlasIntel,2.7,Georgia,49,1200,lv,Online Ad,0.34415378686541237,0.5217391304347826,0
Morning Consult,1.9,Arizona,49,977,rv,Online Panel,0.34415378686541237,0.42478260869565215,0
Morning Consult,1.9,Arizona,50,977,rv,Online Panel,0.34415378686541237,0.42478260869565215,0
Morning Consult,1.9,Arizona,49,926,lv,Online Panel,0.34415378686541237,0.4026086956521739,0
Morning Consult,1.9,Arizona,50,926,lv,Online Panel,0.34415378686541237,0.4026086956521739,0
Morning Consult,1.9,Georgia,48,989,rv,Online Panel,0.34415378686541237,0.43,0
Morning Consult,1.9,Georgia,48,989,rv,Online Panel,0.34415378686541237,0.43,0
Morning Consult,1.9,Georgia,48,913,lv,Online Panel,0.34415378686541237,0.39695652173913043,0
Morning Consult,1.9,Georgia,49,913,lv,Online Panel,0.34415378686541237,0.39695652173913043,0
Morning Consult,1.9,Michigan,49,894,rv,Online Panel,0.34415378686541237,0.38869565217391305,0
Morning Consult,1.9,Michigan,49,894,rv,Online Panel,0.34415378686541237,0.38869565217391305,0
Morning Consult,1.9,Michigan,50,800,lv,Online Panel,0.34415378686541237,0.34782608695652173,0
Morning Consult,1.9,Michigan,50,800,lv,Online Panel,0.34415378686541237,0.34782608695652173,0
Morning Consult,1.9,Nevada,46,574,rv,Online Panel,0.34415378686541237,0.24956521739130436,0
Morning Consult,1.9,Nevada,49,574,rv,Online Panel,0.34415378686541237,0.24956521739130436,0
Morning Consult,1.9,Nevada,50,516,lv,Online Panel,0.34415378686541237,0.22434782608695653,0
Morning Consult,1.9,Nevada,52,516,lv,Online Panel,0.34415378686541237,0.22434782608695653,0
Morning Consult,1.9,North Carolina,48,889,rv,Online Panel,0.34415378686541237,0.3865217391304348,0
Morning Consult,1.9,North Carolina,50,889,rv,Online Panel,0.34415378686541237,0.3865217391304348,0
Morning Consult,1.9,North Carolina,49,828,lv,Online Panel,0.34415378686541237,0.36,0
Morning Consult,1.9,North Carolina,50,828,lv,Online Panel,0.34415378686541237,0.36,0
Morning Consult,1.9,Pennsylvania,50,993,rv,Online Panel,0.34415378686541237,0.4317391304347826,0
